entity1,relation,entity2
Q554198,P159,Q1055
Q554198,P17,Q183
Q554198,P1454,Q1780029
Q554198,P1830,Q261633
Q554198,P1830,Q594177
Q554198,P1830,Q750140
Q554198,P1830,Q2001550
Q554198,P1830,Q3027809
Q554198,P1830,Q3107649
Q554198,P1830,Q3302437
Q554198,P1830,Q3401178
Q554198,P1830,Q4353623
Q554198,P1830,Q4354837
Q554198,P1830,Q4951572
Q554198,P1830,Q5500037
Q554198,P1830,Q6046617
Q554198,P1830,Q6168230
Q554198,P1830,Q7265645
Q554198,P1830,Q7492692
Q554198,P1830,Q15043340
Q554198,P1037,Q6451064
Q554198,P166,Q2517928
Q554198,P355,Q99299740
Q397088,P31,Q4167410
Q397088,P460,Q348321
Q397088,P1889,Q18324646
Q397088,P1889,Q5754832
Q226756,P31,Q4167410
Q346589,P31,Q4167410
Q346589,P1889,Q37464553
Q237107,P31,Q4167410
Q237107,P1889,Q27531777
Q160151,P279,Q1499548
Q160151,P279,Q30242023
Q160151,P279,Q39875001
Q160151,P1343,Q2657718
Q160151,P1687,P2284
Q5468197,P31,Q4167410
Q109,P155,Q108
Q109,P156,Q110
Q109,P279,Q18602249
Q109,P910,Q5606800
Q109,P138,Q595924
Q109,P138,Q170449
Q109,P138,Q35051
Q109,P138,Q43436
Q109,P138,Q23392
Q109,P527,Q2312
Q109,P527,Q2313
Q109,P527,Q2315
Q109,P527,Q2318
Q109,P527,Q2319
Q109,P527,Q2320
Q109,P527,Q2322
Q109,P527,Q2323
Q109,P527,Q2324
Q109,P527,Q2325
Q109,P527,Q2335
Q109,P527,Q2336
Q109,P527,Q2333
Q109,P527,Q2332
Q109,P527,Q2334
Q109,P527,Q2342
Q109,P527,Q2341
Q109,P527,Q2343
Q109,P527,Q2340
Q109,P527,Q2344
Q109,P527,Q2350
Q109,P527,Q2351
Q109,P527,Q2352
Q109,P527,Q2355
Q109,P527,Q2356
Q109,P527,Q2359
Q109,P527,Q2361
Q109,P527,Q2362
Q109,P527,Q2364
Q109,P527,Q37096
Q109,P2959,Q21287465
Q109,P2959,Q28790345
Q109,P2959,Q30139812
Q109,P2959,Q56289703
Q109,P31,Q47018901
Q109,P361,Q11184
Q109,P361,Q12138
Q8563511,P31,Q4167410
Q5189153,P31,Q4167410
Q5189153,P460,Q16726223
Q5189153,P460,Q10712515
Q5189153,P1343,Q2041543
Q5189153,P910,Q8234313
Q8142,P279,Q11105360
Q8142,P279,Q47574
Q8142,P279,Q1368
Q8142,P910,Q6959409
Q8142,P1963,P498
Q8142,P1963,P562
Q8142,P1963,P17
Q8142,P1963,P489
Q8142,P1424,Q6453809
Q8142,P1687,P38
Q8142,P2354,Q858338
Q8142,P5008,Q5460604
Q8142,P1889,Q1368
Q8142,P1889,Q831772
Q8142,P5869,Q4917
Q8142,P5869,Q4916
Q8142,P5869,Q80524
Q8142,P5869,Q131473
Q8142,P2184,Q3137262
Q6256,P1151,Q6988967
Q6256,P460,Q7275
Q6256,P279,Q1048835
Q6256,P910,Q4026570
Q6256,P1687,P17
Q6256,P1687,P495
Q6256,P1687,P27
Q6256,P1687,P1532
Q6256,P1963,P17
Q6256,P1963,P30
Q6256,P1963,P150
Q6256,P1963,P35
Q6256,P1963,P36
Q6256,P1963,P138
Q6256,P1963,P463
Q6256,P1963,P832
Q6256,P1963,P237
Q6256,P1963,P6
Q6256,P1963,P122
Q6256,P1963,P1082
Q6256,P1963,P530
Q6256,P1963,P856
Q6256,P1963,P1689
Q6256,P1963,P421
Q6256,P1963,P1464
Q6256,P1963,P1465
Q6256,P1963,P1792
Q6256,P1963,P1740
Q6256,P1963,P1791
Q6256,P1963,P1566
Q6256,P1963,P935
Q6256,P1963,P1125
Q6256,P1963,P443
Q6256,P1963,P625
Q6256,P1963,P1332
Q6256,P1963,P1333
Q6256,P1963,P1335
Q6256,P1963,P1334
Q6256,P1963,P901
Q6256,P1963,P984
Q6256,P1963,P474
Q6256,P1963,P402
Q6256,P1963,P297
Q6256,P1963,P298
Q6256,P1963,P299
Q6256,P1963,P610
Q6256,P1963,P1589
Q6256,P1963,P209
Q6256,P1963,P242
Q6256,P1963,P47
Q6256,P1963,P194
Q6256,P1963,P163
Q6256,P1963,P78
Q6256,P1963,P37
Q6256,P1963,P94
Q6256,P1963,P41
Q6256,P1963,P85
Q6256,P1963,P38
Q6256,P1963,P1081
Q6256,P1963,P1622
Q6256,P1963,P3221
Q6256,P1963,P3106
Q6256,P1963,P2853
Q6256,P1963,P2852
Q6256,P1963,P2979
Q6256,P1963,P2988
Q6256,P1963,P3024
Q6256,P1963,P3067
Q6256,P1963,P2936
Q6256,P1963,P2046
Q6256,P150,Q10864048
Q6256,P2959,Q22828881
Q6256,P1424,Q5621162
Q6256,P1889,Q231002
Q6256,P1889,Q7275
Q6256,P527,Q183366
Q6256,P5008,Q5460604
Q6256,P5869,Q183
Q6256,P6186,Q5641433
Q6256,P6104,Q8503406
Q6256,P2670,Q1020994
Q22687,P279,Q1416431
Q22687,P279,Q730038
Q22687,P279,Q6881511
Q22687,P279,Q5260792
Q22687,P910,Q7393030
Q22687,P1343,Q19180675
Q22687,P1343,Q602358
Q22687,P1963,P2627
Q22687,P1424,Q10584970
Q22687,P366,Q837171
Q22687,P461,Q1291453
Q22687,P2283,Q18761864
Q22687,P1889,Q18761864
Q22687,P7084,Q9442603
Q601401,P1151,Q15218281
Q601401,P279,Q21651837
Q601401,P279,Q268592
Q601401,P910,Q7884060
Q601401,P361,Q159810
Q601401,P361,Q37654
Q601401,P1343,Q2041543
Q601401,P1343,Q602358
Q601401,P1343,Q30059240
Q601401,P31,Q268592
Q601401,P460,Q26643
Q601401,P527,Q7832052
Q601401,P3095,Q3704253
Q601401,P1382,Q64534006
Q601401,P1889,Q1411457
Q601401,P2579,Q8134
Q601401,P2579,Q97008347
Q232576,P31,Q4167410
Q232576,P1889,Q16882992
Q3196867,P279,Q2648051
Q3196867,P910,Q7495724
Q3196867,P1343,Q2041543
Q3196867,P1343,Q602358
Q3196867,P361,Q8134
Q3196867,P1687,P2133
Q3196867,P1424,Q14398384
Q230479,P31,Q4167410
Q182722,P910,Q8432068
Q182722,P31,Q218005
Q182722,P461,Q62955
Q182722,P1687,P2135
Q182722,P1343,Q63284758
Q62955,P527,Q2897903
Q62955,P1687,P2136
Q62955,P1343,Q2657718
Q62955,P1343,Q2041543
Q62955,P1343,Q602358
Q62955,P461,Q182722
Q62955,P910,Q30858711
Q62955,P279,Q178803
Q5290146,P31,Q4167410
Q3505433,P31,Q4167410
Q3505433,P1889,Q37064219
Q7521888,P31,Q4167410
Q232353,P31,Q4167410
Q232353,P460,Q29626038
Q1780244,P31,Q4167410
Q1780244,P1889,Q55657615
Q1780244,P1889,Q17456916
Q1780244,P1889,Q831525
Q1780244,P1889,Q1509347
Q1780244,P1889,Q16541253
Q1780244,P1889,Q3699555
Q1780244,P1889,Q2574435
Q1780244,P1889,Q512258
Q7188,P910,Q54070
Q7188,P1343,Q2657718
Q7188,P1557,Q25107
Q7188,P527,Q35535
Q7188,P5008,Q5460604
Q7188,P5125,Q25113003
Q7188,P1963,P6
Q7188,P1963,P527
Q7188,P1963,P17
Q7188,P1963,P571
Q7188,P1963,P576
Q7188,P1963,P279
Q7188,P1963,P3842
Q7188,P1963,P1313
Q7188,P1963,P355
Q7188,P2388,Q2285706
Q7188,P1889,Q6199
Q7188,P1889,Q188670
Q7188,P1889,Q192424
Q7188,P279,Q7210356
Q7188,P461,Q192852
Q7188,P361,Q35798
Q7188,P1552,Q1307214
Q787571,P31,Q4167410
Q787571,P1889,Q27625360
Q10870555,P279,Q732577
Q10870555,P279,Q49848
Q228728,P31,Q4167410
Q228728,P1889,Q626823
Q573,P527,Q25235
Q573,P527,Q575
Q573,P527,Q52643
Q573,P361,Q23387
Q573,P910,Q8364508
Q573,P910,Q7152582
Q573,P31,Q1790144
Q573,P31,Q3268848
Q573,P31,Q82047057
Q573,P460,Q11034997
Q573,P111,Q2199864
Q573,P1343,Q26711932
Q573,P1343,Q30059240
Q573,P2670,Q1260524
Q573,P5008,Q5460604
Q573,P279,Q186081
Q16220058,P31,Q4167410
Q16220058,P1889,Q37465548
Q16220058,P1889,Q5375804
Q16220058,P460,Q236597
Q573,P527,Q25235
Q573,P527,Q575
Q573,P527,Q52643
Q573,P361,Q23387
Q573,P910,Q8364508
Q573,P910,Q7152582
Q573,P31,Q1790144
Q573,P31,Q3268848
Q573,P31,Q82047057
Q573,P460,Q11034997
Q573,P111,Q2199864
Q573,P1343,Q26711932
Q573,P1343,Q30059240
Q573,P2670,Q1260524
Q573,P5008,Q5460604
Q573,P279,Q186081
Q202785,P279,Q15088658
Q202785,P279,Q1949963
Q202785,P279,Q734219
Q202785,P1269,Q12483
Q202785,P460,Q734219
Q397392,P31,Q4167410
Q397392,P460,Q1180919
Q397392,P460,Q356021
Q397392,P460,Q16276834
Q397392,P460,Q530096
Q397392,P460,Q16282755
Q397392,P1889,Q3992946
Q397392,P1889,Q356021
Q397392,P1889,Q530096
Q397392,P1889,Q16282755
Q408620,P31,Q4167410
Q408620,P1889,Q37310209
Q659,P461,Q667
Q659,P461,Q679
Q659,P461,Q684
Q659,P31,Q23718
Q659,P1343,Q2657718
Q659,P2959,Q26722656
Q659,P910,Q23759326
Q659,P138,Q30090244
Q659,P1889,Q229363
Q659,P1889,Q224360
Q659,P1889,Q396386
Q659,P1889,Q343213
Q659,P1889,Q51428494
Q659,P1889,Q29398103
Q659,P1889,Q408410
Q659,P1889,Q10602397
Q667,P461,Q659
Q667,P461,Q684
Q667,P461,Q679
Q667,P31,Q23718
Q667,P1343,Q2657718
Q667,P1343,Q2041543
Q667,P2959,Q21201454
Q667,P910,Q23759328
Q667,P1889,Q424423
Q667,P1889,Q397229
Q667,P1889,Q230511
Q667,P1889,Q1565530
Q667,P1889,Q16874826
Q667,P1889,Q1177486
Q667,P1889,Q406027
Q667,P1889,Q16866055
Q667,P1889,Q2342315
Q667,P1889,Q9352846
Q667,P1889,Q354714
Q667,P1889,Q1271487
Q667,P1889,Q1560219
Q667,P1889,Q55840333
Q30,P1344,Q488
Q30,P1344,Q280468
Q30,P1344,Q1088364
Q30,P1344,Q40949
Q30,P1344,Q184425
Q30,P1344,Q178810
Q30,P1344,Q155723
Q30,P1344,Q8740
Q30,P1344,Q8663
Q30,P1344,Q169401
Q30,P1344,Q327052
Q30,P1344,Q1789376
Q30,P1344,Q65132216
Q30,P1344,Q1935947
Q30,P1344,Q418151
Q30,P1344,Q301487
Q30,P1344,Q862751
Q30,P1344,Q334029
Q30,P1344,Q1754313
Q30,P1792,Q3919762
Q30,P2852,Q533806
Q30,P2853,Q24288454
Q30,P2853,Q24288456
Q30,P1313,Q11696
Q30,P1465,Q6334989
Q30,P832,Q86591
Q30,P832,Q196627
Q30,P832,Q751738
Q30,P832,Q744159
Q30,P832,Q371781
Q30,P832,Q848352
Q30,P832,Q367523
Q30,P832,Q755999
Q30,P832,Q2913791
Q30,P530,Q889
Q30,P530,Q222
Q30,P530,Q148
Q30,P530,Q183
Q30,P530,Q159
Q30,P530,Q408
Q30,P530,Q801
Q30,P530,Q155
Q30,P530,Q796
Q30,P530,Q403
Q30,P530,Q16
Q30,P530,Q17
Q30,P530,Q38
Q30,P530,Q347
Q30,P530,Q414
Q30,P530,Q953
Q30,P530,Q668
Q30,P530,Q37
Q30,P530,Q1011
Q30,P530,Q805
Q30,P530,Q1050
Q30,P530,Q334
Q30,P530,Q20
Q30,P530,Q142
Q30,P530,Q212
Q30,P530,Q822
Q30,P530,Q858
Q30,P530,Q884
Q30,P530,Q902
Q30,P530,Q928
Q30,P530,Q115
Q30,P530,Q184
Q30,P530,Q215
Q30,P530,Q213
Q30,P530,Q159583
Q30,P530,Q43
Q30,P530,Q227
Q30,P530,Q96
Q30,P530,Q236
Q30,P530,Q1025
Q30,P530,Q712
Q30,P530,Q851
Q30,P530,Q41
Q30,P530,Q145
Q30,P530,Q419
Q30,P530,Q811
Q30,P530,Q865
Q30,P530,Q1005
Q30,P530,Q34266
Q30,P530,Q34
Q30,P530,Q863
Q30,P530,Q25227
Q30,P530,Q458
Q30,P530,Q881
Q30,P530,Q717
Q30,P530,Q686
Q30,P530,Q265
Q30,P530,Q77
Q30,P530,Q55
Q30,P530,Q986
Q30,P530,Q1008
Q30,P530,Q31
Q30,P530,Q948
Q30,P530,Q1045
Q30,P530,Q874
Q30,P530,Q230
Q30,P530,Q15180
Q30,P530,Q39
Q30,P530,Q916
Q30,P530,Q398
Q30,P530,Q21203
Q30,P530,Q262
Q30,P530,Q399
Q30,P530,Q23635
Q30,P530,Q967
Q30,P530,Q5785
Q30,P530,Q657
Q30,P530,Q963
Q30,P530,Q225
Q30,P530,Q298
Q30,P530,Q836
Q30,P530,Q424
Q30,P530,Q244
Q30,P530,Q242
Q30,P530,Q750
Q30,P530,Q921
Q30,P530,Q965
Q30,P530,Q224
Q30,P530,Q786
Q30,P530,Q784
Q30,P530,Q35
Q30,P530,Q33
Q30,P530,Q800
Q30,P530,Q736
Q30,P530,Q970
Q30,P530,Q229
Q30,P530,Q977
Q30,P530,Q792
Q30,P530,Q974
Q30,P530,Q574
Q30,P530,Q983
Q30,P530,Q191
Q30,P530,Q702
Q30,P530,Q790
Q30,P530,Q774
Q30,P530,Q117
Q30,P530,Q1006
Q30,P530,Q1000
Q30,P530,Q769
Q30,P530,Q1007
Q30,P530,Q734
Q30,P530,Q783
Q30,P530,Q28
Q30,P530,Q766
Q30,P530,Q189
Q30,P530,Q252
Q30,P530,Q8646
Q30,P530,Q1013
Q30,P530,Q32
Q30,P530,Q833
Q30,P530,Q843
Q30,P530,Q733
Q30,P530,Q710
Q30,P530,Q813
Q30,P530,Q1016
Q30,P530,Q1027
Q30,P530,Q730
Q30,P530,Q819
Q30,P530,Q1014
Q30,P530,Q1019
Q30,P530,Q1020
Q30,P530,Q912
Q30,P530,Q232
Q30,P530,Q1246
Q30,P530,Q709
Q30,P530,Q235
Q30,P530,Q1028
Q30,P530,Q156418
Q30,P530,Q14773
Q30,P530,Q233
Q30,P530,Q217
Q30,P530,Q711
Q30,P530,Q221
Q30,P530,Q837
Q30,P530,Q695
Q30,P530,Q760
Q30,P530,Q683
Q30,P530,Q691
Q30,P530,Q1041
Q30,P530,Q664
Q30,P530,Q1033
Q30,P530,Q45
Q30,P530,Q1037
Q30,P530,Q757
Q30,P530,Q1030
Q30,P530,Q1032
Q30,P530,Q804
Q30,P530,Q36
Q30,P530,Q170588
Q30,P530,Q218
Q30,P530,Q1042
Q30,P530,Q1044
Q30,P530,Q214
Q30,P530,Q1049
Q30,P530,Q945
Q30,P530,Q754
Q30,P530,Q826
Q30,P530,Q958
Q30,P530,Q1039
Q30,P530,Q924
Q30,P530,Q672
Q30,P530,Q854
Q30,P530,Q1036
Q30,P530,Q211
Q30,P530,Q962
Q30,P530,Q817
Q30,P530,Q971
Q30,P530,Q1029
Q30,P530,Q219060
Q30,P530,Q228
Q30,P530,Q27
Q30,P2184,Q131110
Q30,P36,Q61
Q30,P36,Q60
Q30,P36,Q1345
Q30,P457,Q127912
Q30,P1791,Q7977902
Q30,P5008,Q5460604
Q30,P5008,Q54439832
Q30,P463,Q37470
Q30,P463,Q1065
Q30,P463,Q7184
Q30,P463,Q37143
Q30,P463,Q41550
Q30,P463,Q7825
Q30,P463,Q674182
Q30,P463,Q842490
Q30,P463,Q19771
Q30,P463,Q170481
Q30,P463,Q181574
Q30,P463,Q81299
Q30,P463,Q191384
Q30,P463,Q827525
Q30,P463,Q656801
Q30,P463,Q1043527
Q30,P463,Q899770
Q30,P463,Q340195
Q30,P463,Q7886981
Q30,P463,Q188822
Q30,P463,Q782942
Q30,P463,Q295875
Q30,P463,Q7164
Q30,P463,Q7804
Q30,P463,Q1928989
Q30,P463,Q1072120
Q30,P463,Q277252
Q30,P463,Q8475
Q30,P463,Q1480793
Q30,P463,Q4033111
Q30,P463,Q2863003
Q30,P463,Q7768229
Q30,P463,Q5150848
Q30,P463,Q4426267
Q30,P463,Q3866537
Q30,P463,Q1579424
Q30,P463,Q233611
Q30,P463,Q826700
Q30,P463,Q7809
Q30,P463,Q5611262
Q30,P463,Q7809
Q30,P463,Q17495
Q30,P463,Q376150
Q30,P463,Q123759
Q30,P463,Q170424
Q30,P463,Q7817
Q30,P5658,Q14565199
Q30,P1464,Q7463286
Q30,P1906,Q11696
Q30,P361,Q49
Q30,P47,Q96
Q30,P47,Q16
Q30,P47,Q159
Q30,P47,Q241
Q30,P47,Q804
Q30,P47,Q778
Q30,P47,Q717
Q30,P47,Q248452
Q30,P47,Q786
Q30,P47,Q702
Q30,P47,Q17
Q30,P47,Q710
Q30,P47,Q790
Q30,P47,Q683
Q30,P47,Q678
Q30,P47,Q15180
Q30,P47,Q34266
Q30,P2238,Q127216
Q30,P793,Q7512984
Q30,P793,Q8676
Q30,P793,Q193155
Q30,P793,Q26013
Q30,P793,Q727854
Q30,P793,Q6683
Q30,P793,Q379356
Q30,P793,Q2572004
Q30,P793,Q4302809
Q30,P793,Q631489
Q30,P793,Q331377
Q30,P793,Q1501025
Q30,P793,Q309029
Q30,P793,Q12583
Q30,P793,Q361
Q30,P793,Q696482
Q30,P793,Q52418
Q30,P793,Q362
Q30,P793,Q488
Q30,P793,Q8663
Q30,P793,Q128160
Q30,P793,Q1025404
Q30,P793,Q193484
Q30,P793,Q8740
Q30,P793,Q43653
Q30,P793,Q42761
Q30,P793,Q868261
Q30,P793,Q37643
Q30,P793,Q696187
Q30,P793,Q1778229
Q30,P793,Q155723
Q30,P793,Q10806
Q30,P793,Q182865
Q30,P793,Q545449
Q30,P793,Q16422
Q30,P793,Q844541
Q30,P793,Q896666
Q30,P793,Q154510
Q30,P793,Q210714
Q30,P793,Q18121212
Q30,P793,Q553332
Q30,P418,Q171663
Q30,P1622,Q14565199
Q30,P163,Q42537
Q30,P92,Q11698
Q30,P92,Q493620
Q30,P1151,Q5365167
Q30,P1546,Q270871
Q30,P5125,Q7112786
Q30,P38,Q4917
Q30,P172,Q49078
Q30,P172,Q49085
Q30,P172,Q727928
Q30,P172,Q49297
Q30,P2633,Q272160
Q30,P2959,Q20571325
Q30,P2959,Q29045433
Q30,P2959,Q29045456
Q30,P122,Q49892
Q30,P122,Q512187
Q30,P1424,Q8171085
Q30,P194,Q11268
Q30,P194,Q1195929
Q30,P421,Q5385
Q30,P421,Q2212
Q30,P421,Q2204
Q30,P421,Q2183
Q30,P421,Q2146
Q30,P421,Q2154
Q30,P421,Q5762
Q30,P421,Q7056
Q30,P421,Q7105
Q30,P421,Q5390
Q30,P421,Q4816926
Q30,P421,Q2085376
Q30,P421,Q2086913
Q30,P421,Q3238805
Q30,P421,Q3134980
Q30,P421,Q3446496
Q30,P37,Q1860
Q30,P37,Q7976
Q30,P37,Q33569
Q30,P37,Q1321
Q30,P1365,Q179997
Q30,P1365,Q81931
Q30,P30,Q49
Q30,P30,Q538
Q30,P30,Q48
Q30,P237,Q171663
Q30,P138,Q828
Q30,P1552,Q3174312
Q30,P208,Q48525
Q30,P1304,Q53536
Q30,P1304,Q2263849
Q30,P1304,Q934187
Q30,P910,Q1410960
Q30,P6,Q23
Q30,P6,Q11806
Q30,P6,Q11812
Q30,P6,Q11813
Q30,P6,Q11815
Q30,P6,Q11816
Q30,P6,Q11817
Q30,P6,Q11820
Q30,P6,Q11869
Q30,P6,Q11881
Q30,P6,Q11891
Q30,P6,Q11896
Q30,P6,Q12306
Q30,P6,Q12312
Q30,P6,Q12325
Q30,P6,Q91
Q30,P6,Q8612
Q30,P6,Q34836
Q30,P6,Q35686
Q30,P6,Q34597
Q30,P6,Q35498
Q30,P6,Q35171
Q30,P6,Q35678
Q30,P6,Q35171
Q30,P6,Q35041
Q30,P6,Q33866
Q30,P6,Q35648
Q30,P6,Q34296
Q30,P6,Q35286
Q30,P6,Q36023
Q30,P6,Q35236
Q30,P6,Q8007
Q30,P6,Q11613
Q30,P6,Q9916
Q30,P6,Q9696
Q30,P6,Q9640
Q30,P6,Q9588
Q30,P6,Q9582
Q30,P6,Q23685
Q30,P6,Q9960
Q30,P6,Q23505
Q30,P6,Q1124
Q30,P6,Q207
Q30,P6,Q76
Q30,P6,Q22686
Q30,P1343,Q19180675
Q30,P1343,Q602358
Q30,P1343,Q4532138
Q30,P1343,Q867541
Q30,P1740,Q6839466
Q30,P85,Q44696
Q30,P209,Q11201
Q30,P78,Q37861
Q30,P78,Q31635
Q30,P78,Q31643
Q30,P31,Q3624078
Q30,P31,Q1520223
Q30,P31,Q5255892
Q30,P31,Q43702
Q30,P31,Q1489259
Q30,P31,Q6256
Q30,P610,Q130018
Q30,P35,Q22686
Q30,P1589,Q799720
Q30,P150,Q173
Q30,P150,Q1612
Q30,P150,Q99
Q30,P150,Q1261
Q30,P150,Q779
Q30,P150,Q812
Q30,P150,Q1428
Q30,P150,Q782
Q30,P150,Q1221
Q30,P150,Q1204
Q30,P150,Q1415
Q30,P150,Q1546
Q30,P150,Q1558
Q30,P150,Q1603
Q30,P150,Q1588
Q30,P150,Q724
Q30,P150,Q1391
Q30,P150,Q771
Q30,P150,Q1166
Q30,P150,Q1527
Q30,P150,Q1494
Q30,P150,Q1581
Q30,P150,Q1212
Q30,P150,Q1553
Q30,P150,Q1227
Q30,P150,Q759
Q30,P150,Q1408
Q30,P150,Q1522
Q30,P150,Q1384
Q30,P150,Q1454
Q30,P150,Q1207
Q30,P150,Q1397
Q30,P150,Q1649
Q30,P150,Q824
Q30,P150,Q1400
Q30,P150,Q1387
Q30,P150,Q1456
Q30,P150,Q1211
Q30,P150,Q1509
Q30,P150,Q1439
Q30,P150,Q829
Q30,P150,Q16551
Q30,P150,Q1370
Q30,P150,Q1223
Q30,P150,Q1371
Q30,P150,Q1537
Q30,P150,Q1214
Q30,P150,Q16641
Q30,P150,Q61
Q30,P150,Q16635
Q30,P150,Q16644
Q30,P150,Q1183
Q30,P150,Q11703
Q30,P150,Q16645
Q30,P150,Q797
Q30,P150,Q816
Q30,P150,Q547795
Q30,P150,Q1811372
Q30,P150,Q1393
Q30,P150,Q669315
Q30,P150,Q1548588
Q30,P150,Q660384
Q30,P150,Q777763
Q30,P150,Q1518439
Q30,P150,Q1360064
Q30,P150,Q1500063
Q30,P150,Q6042084
Q30,P150,Q146328
Q30,P150,Q3551781
Q30,P2936,Q1860
Q30,P2936,Q1860
Q30,P2936,Q33385
Q30,P2936,Q3515185
Q30,P2936,Q20054484
Q30,P2936,Q25559652
Q30,P2936,Q25559662
Q30,P2936,Q1294243
Q30,P2936,Q1294227
Q30,P2936,Q1294251
Q30,P2936,Q1815020
Q30,P2936,Q1207611
Q30,P2936,Q1288440
Q30,P2936,Q1288385
Q30,P2936,Q143130
Q30,P2936,Q1185119
Q30,P2936,Q1185127
Q30,P2936,Q1185133
Q30,P2936,Q133678
Q30,P2936,Q2315424
Q30,P2936,Q2270532
Q30,P2936,Q523014
Q30,P2936,Q530384
Q30,P2936,Q1957120
Q30,P2936,Q1957108
Q30,P2936,Q1568938
Q30,P2936,Q3412974
Q30,P2936,Q2380124
Q30,P2936,Q2109432
Q30,P2936,Q2454881
Q30,P2936,Q3414522
Q30,P2936,Q3414490
Q30,P2936,Q2393095
Q30,P2936,Q5051602
Q30,P2936,Q3479942
Q30,P2936,Q2600085
Q30,P2936,Q3492334
Q30,P2936,Q2669248
Q30,P2936,Q2669206
Q30,P2936,Q5096458
Q30,P2936,Q2665761
Q30,P2936,Q3504233
Q30,P2936,Q2917968
Q30,P2936,Q2962074
Q30,P2936,Q2984602
Q30,P2936,Q2944443
Q30,P2936,Q2963878
Q30,P2936,Q3565286
Q30,P2936,Q2967638
Q30,P2936,Q2967636
Q30,P2936,Q2981109
Q30,P2936,Q3001877
Q30,P2936,Q3573199
Q30,P2936,Q3549180
Q30,P2936,Q3912876
Q30,P2936,Q3111838
Q30,P2936,Q3111983
Q30,P2936,Q3135234
Q30,P2936,Q3126783
Q30,P2936,Q3183144
Q30,P2936,Q7570552
Q30,P2936,Q3915517
Q30,P2936,Q3193689
Q30,P2936,Q3192120
Q30,P2936,Q3192772
Q30,P2936,Q3216471
Q30,P2936,Q3198700
Q30,P2936,Q7684320
Q30,P2936,Q3027471
Q30,P2936,Q12645081
Q30,P2936,Q3278074
Q30,P2936,Q3280640
Q30,P2936,Q7857412
Q30,P2936,Q3319130
Q30,P2936,Q3319444
Q30,P2936,Q3370188
Q30,P2936,Q3324744
Q30,P2936,Q3396018
Q30,P2936,Q3391031
Q30,P2936,Q3396020
Q30,P2936,Q3396025
Q30,P2936,Q3396021
Q30,P2936,Q3396023
Q30,P2936,Q3396032
Q30,P2936,Q3344791
Q30,P2936,Q3336118
Q30,P2936,Q3343396
Q30,P2936,Q3344226
Q30,P2936,Q6693377
Q30,P2936,Q3339226
Q30,P2936,Q3343229
Q30,P2936,Q6693380
Q30,P2936,Q3360656
Q30,P2936,Q56396
Q30,P2936,Q56391
Q30,P2936,Q35173
Q30,P2936,Q56417
Q30,P2936,Q35162
Q30,P2936,Q56438
Q30,P2936,Q56421
Q30,P2936,Q1321
Q30,P2936,Q12953952
Q30,P2936,Q56510
Q30,P2936,Q56492
Q30,P2936,Q56547
Q30,P2936,Q56530
Q30,P2936,Q56523
Q30,P2936,Q56539
Q30,P2936,Q56704
Q30,P2936,Q56712
Q30,P2936,Q56718
Q30,P2936,Q56661
Q30,P2936,Q56627
Q30,P2936,Q56628
Q30,P2936,Q56631
Q30,P2936,Q56619
Q30,P2936,Q35602
Q30,P2936,Q56749
Q30,P2936,Q56513
Q30,P2936,Q56519
Q30,P2936,Q56737
Q30,P2936,Q56754
Q30,P2936,Q56751
Q30,P2936,Q56756
Q30,P2936,Q36444
Q30,P2936,Q36937
Q30,P2936,Q36944
Q30,P2936,Q56236
Q30,P2936,Q36993
Q30,P2936,Q10188
Q30,P2936,Q13315
Q30,P2936,Q56338
Q30,P2936,Q13310
Q30,P2936,Q13316
Q30,P2936,Q13260
Q30,P2936,Q22711
Q30,P2936,Q21117
Q30,P2936,Q20832
Q30,P2936,Q20627
Q30,P2936,Q20831
Q30,P2936,Q20711
Q30,P2936,Q14759
Q30,P2936,Q28508
Q30,P2936,Q21058
Q30,P2936,Q20824
Q30,P2936,Q20827
Q30,P2936,Q28565
Q30,P2936,Q28058
Q30,P2936,Q28062
Q30,P2936,Q27785
Q30,P2936,Q27993
Q30,P2936,Q27782
Q30,P2936,Q27992
Q30,P2936,Q28060
Q30,P2936,Q27792
Q30,P2936,Q27861
Q30,P2936,Q28269
Q30,P2936,Q27210
Q30,P2936,Q33044
Q30,P2936,Q56386
Q30,P2936,Q13339
Q30,P2936,Q27480
Q30,P2936,Q28281
Q30,P2936,Q27183
Q30,P2936,Q28277
Q30,P2936,Q28268
Q30,P2936,Q28272
Q30,P2936,Q13363
Q30,P2936,Q28304
Q30,P2936,Q13368
Q30,P2936,Q32979
Q30,P2936,Q32967
Q30,P2936,Q33265
Q30,P2936,Q32915
Q30,P2936,Q33060
Q30,P2936,Q32972
Q30,P2936,Q33192
Q30,P2936,Q33388
Q30,P2936,Q33358
Q30,P2936,Q33404
Q30,P2936,Q33395
Q30,P2936,Q33537
Q30,P2936,Q33591
Q30,P2936,Q33569
Q30,P2936,Q33658
Q30,P2936,Q33665
Q30,P2936,Q33434
Q30,P2936,Q33811
Q30,P2936,Q33926
Q30,P2936,Q34057
Q30,P2936,Q34198
Q30,P2936,Q34204
Q30,P2936,Q34249
Q30,P2936,Q34685
Q30,P2936,Q3083213
Q30,P2936,Q3493704
Q30,P2936,Q12642471
Q30,P2936,Q12635887
Q30,P2936,Q12628946
Q30,P2936,Q12714767
Q30,P2936,Q12645568
Q30,P2936,Q12953452
