entity1,relation,entity2
Q6498684,P828,Q1096438
Q6498684,P828,Q12772819
Q6498684,P828,Q313326
Q732577,P527,Q191067
Q732577,P279,Q386724
Q732577,P910,Q7161159
Q732577,P1963,P1815
Q732577,P1963,P1973
Q732577,P1963,P629
Q732577,P1963,P393
Q732577,P1963,P1104
Q732577,P1963,P291
Q732577,P1963,P123
Q732577,P31,Q11033
Q16881385,P31,Q4167410
Q21071764,P31,Q4167410
Q939330,P31,Q4167410
Q12453,P279,Q791801
Q12453,P910,Q6498192
Q12453,P361,Q394
Q12453,P1687,P2575
Q12453,P5008,Q5460604
Q12453,P1552,Q1403517
Q12453,P1552,Q196372
Q12453,P1343,Q602358
Q75101527,P31,Q4167410
Q75101527,P1889,Q51268632
Q75101527,P1889,Q11965654
Q75101527,P1889,Q81640740
Q75101527,P1889,Q7730149
Q75101527,P1889,Q7730150
Q75101527,P1889,Q81644802
Q75101527,P1889,Q11965653
Q75101527,P1889,Q11195834
Q75101527,P460,Q11164407
Q194112,P910,Q8234313
Q194112,P279,Q211364
Q194112,P1889,Q667205
Q194112,P1382,Q157811
Q416020,P31,Q4167410
Q7261370,P31,Q4167410
Q235139,P31,Q4167410
Q3647770,P1889,Q15873622
Q3647770,P279,Q1166072
Q3647770,P2670,Q1363768
Q3647770,P2959,Q1416898
Q785,P37,Q1860
Q785,P37,Q150
Q785,P37,Q56430
Q785,P30,Q46
Q785,P85,Q40807
Q785,P85,Q15820465
Q785,P163,Q189612
Q785,P237,Q752773
Q785,P421,Q6574
Q785,P421,Q30192
Q785,P421,Q843589
Q785,P421,Q6655
Q785,P122,Q3330103
Q785,P122,Q41614
Q785,P122,Q3043547
Q785,P910,Q9428511
Q785,P1464,Q8082329
Q785,P1465,Q8366519
Q785,P361,Q256091
Q785,P150,Q147738
Q785,P150,Q1808243
Q785,P150,Q1835699
Q785,P150,Q2212948
Q785,P150,Q2305318
Q785,P150,Q2429741
Q785,P150,Q2594704
Q785,P150,Q3058152
Q785,P150,Q3058160
Q785,P150,Q509090
Q785,P150,Q593645
Q785,P150,Q954721
Q785,P1622,Q13196750
Q785,P2633,Q5535163
Q785,P2853,Q1528507
Q785,P2852,Q1061257
Q785,P2852,Q3086706
Q785,P1792,Q8565710
Q785,P206,Q34640
Q785,P1740,Q52083949
Q785,P5125,Q7112311
Q785,P527,Q8991
Q785,P2936,Q1860
Q785,P2936,Q56430
Q785,P2936,Q56428
Q785,P2936,Q150
Q785,P2936,Q33850
Q785,P1343,Q602358
Q785,P1889,Q26339
Q785,P1889,Q15706498
Q785,P7867,Q84126778
Q785,P31,Q185086
Q785,P31,Q7275
Q785,P38,Q270744
Q785,P38,Q25224
Q785,P35,Q9682
Q785,P78,Q42662
Q785,P194,Q946944
Q785,P36,Q147738
Q785,P17,Q785
Q785,P706,Q15706498
Q16253951,P31,Q11424
Q16253951,P915,Q99
Q16253951,P915,Q96
Q16253951,P915,Q65
Q16253951,P364,Q1860
Q16253951,P495,Q30
Q16253951,P462,Q22006653
Q16253951,P1889,Q3887687
Q16253951,P136,Q93204
Q16253951,P750,Q1163074
Q848466,P31,Q12737077
Q848466,P425,Q2334804
Q848466,P1343,Q602358
Q848466,P279,Q33394058
Q848466,P460,Q2961574
Q2920921,P910,Q7012003
Q2920921,P279,Q338754
Q2920921,P279,Q29017603
Q2920921,P279,Q1783823
Q2920921,P1269,Q43229
Q2920921,P2079,Q309100
Q2920921,P2079,Q31728
Q2920921,P2079,Q623971
Q2920921,P460,Q50412353
Q2920921,P31,Q1914636
Q2920921,P31,Q17362920
Q2920921,P31,Q11862829
Q2920921,P3095,Q999897
Q2920921,P3095,Q20481199
Q2920921,P3095,Q978044
Q2920921,P3095,Q2462658
Q2920921,P1424,Q14399581
Q2920921,P361,Q2043282
Q2920921,P1889,Q29017603
Q2920921,P1552,Q1481177
Q2920921,P1552,Q1888611
Q2920921,P1552,Q1474521
Q2920921,P1552,Q96247293
Q748250,P910,Q7216160
Q748250,P279,Q1190554
Q748250,P1552,Q10350689
Q748250,P1552,Q2534066
Q748250,P1552,Q7239678
Q748250,P1382,Q7216332
Q748250,P1269,Q932522
Q7382648,P910,Q15099995
Q7382648,P279,Q1799148
Q6498684,P279,Q1146011
Q6498684,P910,Q15100051
Q6498684,P361,Q2250903
Q6498684,P361,Q1149275
Q6498684,P361,Q1574901
Q6498684,P1343,Q2657718
Q6498684,P1343,Q2041543
Q6498684,P460,Q1400881
Q6498684,P1382,Q829909
Q6498684,P1889,Q829909
Q6498684,P31,Q2135465
Q6498684,P31,Q930933
Q6498684,P1269,Q11917765
Q6498684,P1687,P1830
Q6498684,P1552,Q2519156
Q6498684,P828,Q601401
Q6498684,P828,Q200303
Q6498684,P828,Q11398090
Q6498684,P828,Q795041
Q6498684,P828,Q707482
Q6498684,P828,Q14208553
Q6498684,P828,Q4895359
Q6498684,P828,Q4668392
Q6498684,P828,Q1096438
Q6498684,P828,Q12772819
Q6498684,P828,Q313326
Q190685,P31,Q4167410
Q1270500,P31,Q4167410
Q1270500,P1889,Q37498329
Q1128498,P31,Q4167410
Q829492,P910,Q8794806
Q829492,P1382,Q13373512
Q829492,P1382,Q1824146
Q829492,P361,Q492886
Q829492,P279,Q601401
Q829492,P2283,Q643327
Q452800,P31,Q4167410
Q235025,P31,Q4167410
Q235025,P1343,Q2041543
Q5464798,P31,Q101352
Q5464798,P282,Q8229
Q4826044,P31,Q4167410
Q4826044,P176,Q26823
Q256472,P31,Q4167410
Q256472,P1889,Q56650589
Q256472,P1889,Q52160388
Q12876,P910,Q7238140
Q12876,P910,Q9974239
Q12876,P279,Q130368
Q12876,P137,Q383108
Q12876,P137,Q4709134
Q12876,P137,Q9212
Q12876,P31,Q22999537
Q12876,P31,Q728
Q12876,P5008,Q5460604
Q12876,P2184,Q2328012
Q12876,P138,Q838858
Q265158,P361,Q58854
Q265158,P361,Q59156192
Q265158,P1343,Q2657718
Q265158,P910,Q25277858
Q265158,P279,Q386724
Q265158,P279,Q1379672
Q265158,P1687,P6977
Q1139327,P279,Q52948
Q1139327,P910,Q8663917
Q1139327,P3095,Q64025582
Q32043,P910,Q15707568
Q32043,P913,Q6265342
Q32043,P31,Q1569997
Q32043,P461,Q40754
Q32043,P1552,Q165474
Q32043,P1552,Q177251
Q32043,P527,Q12777194
Q32043,P527,Q55091460
Q32043,P279,Q164307
Q32043,P1343,Q4532138
Q14493119,P31,Q4167410
Q14493119,P1889,Q36999948
Q346949,P31,Q4167410
Q346949,P1889,Q16869962
Q178518,P31,Q4167410
Q178518,P1889,Q19750549
Q12280,P910,Q8311428
Q12280,P1963,P177
Q12280,P1963,P1314
Q12280,P1963,P2787
Q12280,P1963,P2505
Q12280,P1963,P2793
Q12280,P1963,P571
Q12280,P1963,P18
Q12280,P1963,P1448
Q12280,P1963,P186
Q12280,P1343,Q19180675
Q12280,P1343,Q602358
Q12280,P1343,Q4114391
Q12280,P1343,Q1970746
Q12280,P1343,Q65109596
Q12280,P1343,Q1768721
Q12280,P527,Q3538246
Q12280,P527,Q21155149
Q12280,P527,Q2042353
Q12280,P527,Q6452175
Q12280,P1424,Q5637640
Q12280,P1424,Q6727394
Q12280,P1424,Q28943607
Q12280,P1424,Q50556360
Q12280,P1687,P1380
Q12280,P279,Q83620
Q12280,P279,Q811979
Q12280,P1151,Q11217552
Q12280,P5008,Q5460604
Q12280,P1889,Q892168
Q12280,P5869,Q44440
Q6055890,P910,Q6242428
Q6055890,P361,Q1268199
Q6055890,P279,Q837171
Q6055890,P1687,P8324
Q6383244,P31,Q101352
Q6383244,P282,Q8229
Q258127,P279,Q192047
Q258127,P910,Q13395662
Q258127,P1343,Q2657718
Q258127,P3095,Q1716419
Q1206429,P31,Q4167410
Q476300,P910,Q7189783
Q476300,P910,Q7216276
Q476300,P279,Q52948
Q476300,P461,Q766238
Q476300,P461,Q380962
Q476300,P1963,P710
Q476300,P1889,Q23807345
Q476300,P1889,Q841654
Q476300,P1889,Q1178401
Q476300,P31,Q1139327
Q12344159,P31,Q12308941
Q12344159,P407,Q1860
Q12344159,P407,Q7411
Q12344159,P460,Q18190448
Q12344159,P460,Q11027623
Q12344159,P460,Q18245781
Q12344159,P460,Q15729029
Q12344159,P460,Q1553978
Q12344159,P460,Q15282375
Q12344159,P460,Q18402511
Q12344159,P460,Q1310869
Q12344159,P460,Q15630581
Q12344159,P460,Q2625084
Q12344159,P460,Q21170036
Q12344159,P460,Q21193134
Q12344159,P460,Q21061069
Q12344159,P460,Q2526270
Q12344159,P460,Q15282597
Q12344159,P460,Q1553386
Q12344159,P460,Q19874199
Q12344159,P460,Q20819614
Q12344159,P460,Q21899341
Q12344159,P460,Q28048558
Q12344159,P460,Q30128366
Q12344159,P460,Q5479520
Q12344159,P460,Q29026812
Q12344159,P460,Q12805716
Q12344159,P460,Q175279
Q12344159,P460,Q63226452
Q12344159,P460,Q14371234
Q12344159,P460,Q50841956
Q12344159,P460,Q83810703
Q12344159,P1750,Q2588
Q12344159,P1750,Q2506
Q12344159,P1889,Q2419320
Q12344159,P282,Q8229
Q12344159,P1533,Q26883087
Q12344159,P5323,Q21644845
Q12344159,P5323,Q21142040
Q1166374,P31,Q4167410
Q420629,P31,Q4167410
Q10861399,P31,Q4167410
Q10861399,P1889,Q27554641
Q10861399,P1889,Q37110857
Q28469944,P31,Q4167410
Q3062108,P31,Q4167410
Q354769,P31,Q4167410
Q354769,P1889,Q16281722
Q354769,P460,Q2179847
Q94247,P910,Q7145733
Q94247,P279,Q269949
Q94247,P279,Q800532
Q94247,P17,Q30
Q94247,P31,Q55504191
Q94247,P31,Q59264914
Q26643,P921,Q601401
Q26643,P910,Q6741380
Q26643,P1343,Q20743760
Q26643,P460,Q601401
Q26643,P31,Q4671286
Q26643,P31,Q11862829
Q15906346,P31,Q215380
Q15906346,P495,Q30
Q15906346,P264,Q913631
Q15906346,P136,Q10922
Q3602937,P31,Q47461344
Q3602937,P50,Q259956
Q3602937,P123,Q95149
Q3602937,P136,Q8261
Q3602937,P495,Q16
Q3602937,P407,Q1860
Q3602937,P747,Q60415793
Q295785,P31,Q4167410
Q225874,P31,Q4167410
Q225874,P1889,Q153957
Q225874,P1889,Q15089096
Q225874,P1889,Q1804
Q225874,P1889,Q3224202
Q225874,P1889,Q3273563
Q225874,P1889,Q3148514
Q225874,P1889,Q2291909
Q225874,P1889,Q12596424
Q225874,P1889,Q64655076
Q225874,P1889,Q64657701
Q225874,P460,Q1172297
Q225874,P460,Q15938720
Q5251623,P31,Q4167410
Q9531,P17,Q145
Q9531,P112,Q320851
Q9531,P112,Q2359751
Q9531,P159,Q84
Q9531,P237,Q5138548
Q9531,P31,Q4830453
Q9531,P31,Q26398
Q9531,P355,Q2071905
Q9531,P355,Q4834978
Q9531,P355,Q1191294
Q9531,P355,Q1160945
Q9531,P355,Q2217163
Q9531,P355,Q971446
Q9531,P355,Q795630
Q9531,P355,Q795551
Q9531,P355,Q2347575
Q9531,P355,Q4834850
Q9531,P355,Q4835018
Q9531,P355,Q7303737
Q9531,P355,Q4834874
Q9531,P910,Q6718119
Q9531,P463,Q166400
Q9531,P463,Q37033
Q9531,P463,Q5275956
Q9531,P463,Q3247706
Q9531,P1411,Q16146879
Q9531,P1411,Q16146879
Q9531,P1411,Q16146879
Q9531,P1411,Q3025728
Q9531,P1411,Q3473886
Q9531,P1411,Q3473891
Q9531,P1411,Q3473886
Q9531,P1411,Q3473887
Q9531,P1411,Q7426020
Q9531,P1411,Q7426020
Q9531,P1411,Q7426020
Q9531,P1411,Q7426020
Q9531,P1411,Q7426020
Q9531,P1411,Q7426020
Q9531,P166,Q16146879
Q9531,P166,Q3473886
Q9531,P166,Q7426020
Q9531,P166,Q7426020
Q9531,P166,Q7426020
Q9531,P166,Q7426020
Q9531,P166,Q7426020
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q11942589
Q9531,P166,Q838121
Q9531,P166,Q3473886
Q9531,P166,Q7426020
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q7426020
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q7426020
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q838121
Q9531,P166,Q1422253
Q9531,P166,Q66401029
Q9531,P1037,Q80390
Q9531,P1037,Q3116214
Q9531,P1037,Q1060609
Q9531,P1037,Q320851
Q9531,P1037,Q335586
Q9531,P1037,Q3161173
Q9531,P1454,Q1422253
Q9531,P1454,Q699386
Q9531,P452,Q11030
Q9531,P452,Q15078788
Q9531,P1056,Q15078788
Q9531,P1830,Q747860
Q9531,P1830,Q749608
Q9531,P1830,Q787206
Q9531,P1830,Q787211
Q9531,P1830,Q787216
Q9531,P1830,Q795533
Q9531,P1830,Q795563
Q9531,P1830,Q795578
Q9531,P1830,Q795579
Q9531,P1830,Q795585
Q9531,P1830,Q795588
Q9531,P1830,Q795594
Q9531,P1830,Q795598
Q9531,P1830,Q795596
Q9531,P1830,Q795600
Q9531,P1830,Q795613
Q9531,P1830,Q935802
Q9531,P1830,Q971446
Q9531,P1830,Q973341
Q9531,P1830,Q975380
Q9531,P1830,Q1038587
Q9531,P1830,Q1160945
Q9531,P1830,Q1191294
Q9531,P1830,Q1638793
Q9531,P1830,Q1810437
Q9531,P1830,Q2071905
Q9531,P1830,Q2876713
Q9531,P1830,Q2876751
Q9531,P1830,Q2876754
Q9531,P1830,Q2876757
Q9531,P1830,Q2914560
Q9531,P1830,Q3050542
Q9531,P1830,Q3545486
Q9531,P1830,Q4633024
Q9531,P1830,Q4704926
Q9531,P1830,Q4834787
Q9531,P1830,Q4834802
Q9531,P1830,Q4834805
Q9531,P1830,Q4834838
Q9531,P1830,Q4834855
Q9531,P1830,Q4834858
Q9531,P1830,Q4834907
Q9531,P1830,Q4834915
Q9531,P1830,Q4834924
Q9531,P1830,Q4834938
Q9531,P1830,Q4834942
Q9531,P1830,Q4834971
Q9531,P1830,Q4834981
Q9531,P1830,Q4835011
Q9531,P1830,Q4835012
Q9531,P1830,Q7091163
Q9531,P1830,Q7158518
Q9531,P1830,Q7280632
Q9531,P1830,Q16826868
Q9531,P1830,Q16983869
Q9531,P1830,Q18289539
Q9531,P1830,Q18336371
Q9531,P1830,Q19570983
Q9531,P1830,Q22079660
Q9531,P1830,Q22906668
Q9531,P1830,Q24083536
Q9531,P1830,Q42291482
Q9531,P1830,Q423289
Q9531,P1830,Q552359
Q9531,P1830,Q687427
Q9531,P1830,Q84094
Q9531,P1830,Q191472
Q9531,P1830,Q208491
Q9531,P1830,Q216108
Q9531,P1830,Q60754947
Q9531,P1365,Q1756495
Q9531,P3320,Q3568680
Q9531,P6379,Q17153751
Q9531,P6379,Q430682
Q9531,P485,Q72941560
Q9531,P1424,Q8090425
Q217400,P31,Q4167410
Q21491897,P31,Q101352
Q21491897,P1889,Q895353
Q21491897,P282,Q8229
Q234808,P31,Q4167410
Q352211,P31,Q4167410
Q9751,P31,Q19776628
Q9751,P31,Q3841820
Q9751,P361,Q8229
Q9751,P361,Q606972
Q9751,P361,Q754673
Q9751,P361,Q76228
Q9751,P361,Q607188
Q9751,P361,Q20581324
Q9751,P361,Q1095058
Q9751,P361,Q1187758
Q9751,P361,Q1271025
Q9751,P361,Q1073132
Q9751,P361,Q637405
Q9751,P361,Q550383
Q9751,P361,Q755124
Q9751,P361,Q2748102
Q9751,P361,Q18691434
Q9751,P361,Q384749
Q9751,P361,Q994407
Q9751,P361,Q1493494
Q9751,P361,Q2839543
Q9751,P1343,Q2041543
Q9751,P1299,Q17021848
Q9751,P910,Q13354911
Q9751,P1889,Q746697
Q7566,P279,Q25098571
Q7566,P361,Q5362237
Q7566,P31,Q171318
Q7566,P461,Q29514218
Q7566,P910,Q33084685
Q7566,P1441,Q63892461
Q7566,P1343,Q1768721
Q176917,P31,Q4167410
Q176917,P1889,Q37506260
Q1403377,P910,Q8470860
Q1403377,P279,Q1368
Q1403377,P1889,Q12789022
Q1403377,P1343,Q19180675
Q1403377,P1343,Q602358
Q1403377,P1343,Q4532138
Q1403377,P31,Q8142
Q1902516,P31,Q4167410
Q1902516,P1889,Q16876470
Q24384,P279,Q186081
Q24384,P910,Q7149644
Q24384,P1424,Q10723731
Q24384,P460,Q7065142
Q24384,P460,Q20852192
Q27686,P279,Q1431026
Q27686,P279,Q4830453
Q27686,P910,Q7215567
Q27686,P1343,Q2657718
Q27686,P1343,Q602358
Q27686,P1343,Q4086271
Q27686,P1963,P3607
Q27686,P1963,P3134
Q27686,P1963,P3898
Q27686,P1963,P5651
Q27686,P1963,P5734
Q27686,P1963,P5735
Q27686,P1963,P5774
Q27686,P1963,P5834
Q27686,P1963,P5890
Q27686,P1963,P6008
Q27686,P366,Q7406919
Q27686,P366,Q7406919
Q27686,P1424,Q6499145
Q27686,P2283,Q63099748
Q27686,P1889,Q67961412
Q358003,P31,Q4167410
Q863362,P31,Q4167410
Q2513043,P31,Q4167410
Q2513043,P1889,Q37231600
Q2513043,P1889,Q29550570
Q2513043,P1889,Q28373321
Q2513043,P460,Q246162
Q2513043,P460,Q422047
Q4290,P910,Q7013555
Q4290,P279,Q1369832
Q4290,P279,Q3380760
Q4290,P3095,Q557880
Q180516,P279,Q1299240
Q180516,P279,Q811979
Q180516,P279,Q17334923
Q180516,P279,Q13226383
Q180516,P910,Q7163968
Q7090216,P31,Q4167410
Q16862399,P31,Q21278897
Q43006303,P279,Q815823
Q43006303,P460,Q322948
Q43006303,P460,Q4054833
Q43006303,P366,Q26674207
Q7370911,P31,Q4167410
Q1178827,P31,Q4167410
Q468777,P460,Q203872
Q468777,P460,Q24255051
Q468777,P1889,Q404130
Q468777,P461,Q16120406
Q468777,P31,Q33104279
Q468777,P279,Q35120
Q66237878,P31,Q4167410
Q178050,P31,Q4167410
Q178050,P1889,Q18410597
Q585425,P21,Q6581097
Q585425,P54,Q35933
Q585425,P54,Q83459
Q585425,P54,Q2451080
Q585425,P106,Q937857
Q585425,P106,Q628099
Q585425,P19,Q174
Q585425,P20,Q174
Q585425,P27,Q155
Q585425,P31,Q5
Q585425,P735,Q11113719
Q585425,P641,Q2736
Q585425,P413,Q193592
Q585425,P1532,Q155
Q217390,P31,Q4167410
Q217390,P1889,Q717763
Q217390,P1889,Q37276728
Q217390,P460,Q12368155
Q28469944,P31,Q4167410
Q219304,P31,Q4167410
Q219304,P1889,Q9255022
Q30192,P31,Q6313217
Q30192,P31,Q12143
Q30192,P31,Q4127125
Q30192,P421,Q6574
Q30192,P460,Q6574
Q30192,P460,Q1536
Q30192,P460,Q843589
Q3130,P190,Q62
Q3130,P190,Q206895
Q3130,P190,Q11751
Q3130,P190,Q47037646
Q3130,P190,Q16572
Q3130,P190,Q2044
Q3130,P190,Q72259
Q3130,P190,Q490
Q3130,P190,Q1362
Q3130,P190,Q9310
Q3130,P190,Q987
Q3130,P190,Q1461
Q3130,P190,Q1489
Q3130,P190,Q8684
Q3130,P31,Q515
Q3130,P31,Q5119
Q3130,P31,Q200250
Q3130,P31,Q1549591
Q3130,P31,Q1637706
Q3130,P17,Q408
Q3130,P131,Q3224
Q3130,P421,Q7056
Q3130,P910,Q8878509
Q3130,P1464,Q10217686
Q3130,P1465,Q9220087
Q3130,P1740,Q7237194
Q3130,P1792,Q9786798
Q3130,P1376,Q3224
Q3130,P1376,Q1094194
Q3130,P138,Q332533
Q3130,P2633,Q5535240
Q3130,P1151,Q28754020
Q3130,P2184,Q2917709
Q3130,P5008,Q5460604
Q3130,P206,Q648392
Q3130,P2564,Q864320
Q3130,P1441,Q2385
Q3130,P7867,Q84114062
Q3130,P1343,Q4532138
Q44204,P21,Q6581097
Q44204,P25,Q93172
Q44204,P22,Q79999
Q44204,P31,Q45713
Q44204,P40,Q34201
Q44204,P40,Q41419
Q44204,P40,Q41410
Q44204,P40,Q41127
Q44204,P40,Q40730
Q44204,P40,Q38012
Q44204,P40,Q1345963
Q44204,P40,Q183417
Q44204,P40,Q60181989
Q44204,P40,Q180262
Q44204,P40,Q180287
Q44204,P40,Q35500
Q44204,P1049,Q855270
Q44204,P1049,Q34726
Q44204,P460,Q134388
Q44204,P460,Q3950855
Q44204,P910,Q18698538
Q44204,P1343,Q2657718
Q44204,P1343,Q19180675
Q44204,P1343,Q602358
Q44204,P1343,Q30059240
Q44204,P1299,Q42233
Q44204,P26,Q108419
Q44204,P3373,Q108419
Q44204,P3373,Q179543
Q44204,P3373,Q179209
Q44204,P3373,Q159168
Q44204,P3373,Q184232
Q44204,P3373,Q161419
Q44204,P3373,Q184216
Q44204,P451,Q781977
Q44204,P451,Q1374029
Q44204,P1889,Q272918
Q248180,P31,Q4167410
Q248180,P460,Q1183149
Q248180,P460,Q9095799
Q248180,P460,Q1993511
Q248180,P1889,Q37533029
Q248180,P1889,Q46600071
Q407074,P31,Q4167410
Q407074,P460,Q7394986
Q407074,P1889,Q37575527
Q187939,P31,Q3958441
Q187939,P31,Q8148
Q187939,P31,Q8187769
Q187939,P910,Q6683771
Q187939,P279,Q4459228
Q187939,P279,Q10843872
Q187939,P279,Q7406919
Q187939,P279,Q2976602
Q187939,P361,Q55639
Q187939,P361,Q732298
Q187939,P1889,Q739302
Q187939,P5125,Q3610525
Q187939,P2670,Q1824206
Q187939,P1343,Q2041543
Q187939,P1424,Q6839140
Q187939,P3095,Q87285943
Q44432,P31,Q900800
Q44432,P361,Q213016
Q44432,P910,Q10189809
Q44432,P1889,Q209233
Q44432,P1889,Q3935690
Q44432,P1889,Q179635
Q44432,P279,Q15211908
Q44432,P279,Q107715
Q44432,P279,Q11379
Q44432,P461,Q900231
Q44432,P2959,Q28970843
Q44432,P2184,Q5867963
Q44432,P1343,Q26711934
Q44432,P1343,Q92157468
Q44432,P8111,Q25269
Q257559,P31,Q4167410
Q442627,P31,Q4167410
Q247345,P31,Q4167410
Q247345,P460,Q10564078
Q247345,P460,Q1328014
Q247345,P460,Q525436
Q247345,P460,Q597441
Q247345,P460,Q1106738
Q247345,P460,Q5169361
Q247345,P460,Q219208
Q247345,P460,Q232469
Q247345,P460,Q10564087
Q247345,P460,Q15614764
Q247345,P1889,Q16256892
Q247345,P1889,Q1587003
Q247345,P1889,Q5628958
Q223918,P31,Q4167410
Q223918,P1889,Q2260734
Q223918,P1889,Q12800811
Q223918,P1889,Q3476161
Q1274414,P31,Q4167410
Q1274414,P1889,Q37125257
Q1274414,P1889,Q55064128
Q16782178,P31,Q4167410
Q1930187,P31,Q28640
Q1930187,P279,Q15980804
Q1930187,P279,Q482980
Q1930187,P279,Q28640
Q1930187,P425,Q11030
Q1930187,P910,Q7076967
Q1930187,P1963,P800
Q1930187,P1963,P1455
Q1930187,P6186,Q32451653
Q1930187,P1424,Q14458505
Q1930187,P1889,Q1970438
Q1930187,P1889,Q42909
Q404057,P31,Q4167410
Q237302,P31,Q4167410
Q4809150,P31,Q4167410
Q392536,P31,Q4167410
Q421706,P31,Q4167410
Q421706,P1889,Q19819750
Q421706,P1889,Q16882049
Q421706,P1889,Q22981710
Q421706,P460,Q298112
Q11081619,P279,Q205895
Q11081619,P361,Q1349417
Q11081619,P361,Q690092
Q11081619,P361,Q786270
Q11081619,P1889,Q2
Q11081619,P1889,Q18941711
Q283202,P279,Q39594
Q283202,P910,Q9036856
Q283202,P1343,Q2657718
Q283202,P1343,Q19180675
Q283202,P1343,Q602358
Q283202,P1889,Q44782
Q416020,P31,Q4167410
Q419329,P31,Q4167410
Q419329,P1889,Q37152136
Q1002975,P31,Q4167410
Q1248784,P910,Q7037170
Q1248784,P279,Q62447
Q1248784,P279,Q12819564
Q1248784,P1343,Q20749089
Q1248784,P1343,Q2657718
Q1248784,P1963,P239
Q1248784,P1963,P238
Q1248784,P1963,P931
Q1248784,P1963,P529
Q1248784,P1963,P131
Q1248784,P1963,P3311
Q1248784,P1963,P521
Q1248784,P1963,P17
Q1248784,P1963,P138
Q1248784,P1963,P625
Q1248784,P1963,P127
Q1248784,P1424,Q5615912
Q1248784,P1424,Q92584380
Q1248784,P527,Q1433344
Q1248784,P527,Q390516
Q1248784,P1889,Q62447
Q1248784,P1889,Q49744838
Q1248784,P1889,Q66715750
Q1248784,P1552,Q1378517
Q21507202,P31,Q101352
Q21507202,P1889,Q1521265
Q21507202,P282,Q8229
Q21507202,P460,Q17064726
Q21507202,P407,Q1860
Q232736,P31,Q4167410
Q232736,P1889,Q20998199
Q7318420,P31,Q4167410
Q81669,P279,Q18691599
Q81669,P279,Q41176
Q81669,P910,Q8264830
Q81669,P1343,Q2657718
Q66055,P527,Q2279584
Q66055,P527,Q3044574
Q66055,P279,Q1244890
Q66055,P279,Q1140046
Q66055,P910,Q7307097
Q66055,P1343,Q602358
Q66055,P1343,Q2041543
Q352862,P31,Q4167410
Q352862,P1889,Q37289082
Q5384611,P31,Q4167410
Q234378,P31,Q4167410
Q8425,P279,Q874405
Q8425,P910,Q1457756
Q8425,P1151,Q3708001
Q8425,P2579,Q21201
Q8425,P2579,Q34749
Q8425,P1343,Q2657718
Q8425,P1343,Q19190511
Q8425,P31,Q151885
Q8425,P361,Q1156970
Q8425,P5008,Q5460604
Q8425,P5125,Q7112731
Q8425,P3342,Q57238
Q8425,P1552,Q188619
Q8425,P1552,Q345367
Q8425,P1552,Q3307505
Q8425,P1552,Q211606
Q8425,P1552,Q205665
Q8425,P1552,Q1518716
Q8425,P1552,Q1510761
Q8425,P1552,Q769620
Q8425,P2670,Q5
Q8425,P2670,Q16334295
Q8425,P1382,Q96108364
Q6498684,P279,Q1146011
Q6498684,P910,Q15100051
Q6498684,P361,Q2250903
Q6498684,P361,Q1149275
Q6498684,P361,Q1574901
Q6498684,P1343,Q2657718
Q6498684,P1343,Q2041543
Q6498684,P460,Q1400881
Q6498684,P1382,Q829909
Q6498684,P1889,Q829909
Q6498684,P31,Q2135465
Q6498684,P31,Q930933
Q6498684,P1269,Q11917765
Q6498684,P1687,P1830
Q6498684,P1552,Q2519156
Q6498684,P828,Q601401
Q6498684,P828,Q200303
Q6498684,P828,Q11398090
Q6498684,P828,Q795041
Q6498684,P828,Q707482
Q6498684,P828,Q14208553
Q6498684,P828,Q4895359
Q6498684,P828,Q4668392
Q6498684,P828,Q1096438
Q6498684,P828,Q12772819
Q6498684,P828,Q313326
Q836660,P910,Q8175237
Q836660,P31,Q41710
Q836660,P1343,Q19180675
Q836660,P1343,Q602358
Q836660,P1343,Q4532135
