ID+label+description+aliases+Data type+Count
P459+determination method+how a value is determined, or the standard by which it is declared+standard, method, methodology, rationale, justification, determined by, method of determination, measured by+WikibaseItem+8413033
P6259+epoch+epoch of an astronomical object coordinate++WikibaseItem+8086783
P59+constellation+the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)+part of constellation+WikibaseItem+7380323
P106+occupation+"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)"+craft, profession, work, job, career, employment+WikibaseItem+6881669
P703+found in taxon+the taxon in which the item can be found+found in species+WikibaseItem+6679136
P21+sex or gender+sex or gender identity: male (Q6581097), female (Q6581072), intersex (Q1097630), transgender female (Q1052281), transgender male (Q2449503). Animal: male organism (Q44148), female organism (Q43445). Groups of same gender use subclass of (P279)+intersex, female, male, man, woman, gender, sex, gender expression, biological sex, gender identity+WikibaseItem+6617994
P735+given name+first name or another given name of this person; values used with the property shouldn't link disambiguations nor family names.+name, Christian name, first name, forename, middle name, personal name+WikibaseItem+4495064
P684+ortholog+orthologous gene in another species (use with 'species' qualifier)++WikibaseItem+4289498
P143+imported from Wikimedia project+source of this claim's value; used in references section by bots importing data from Wikimedia projects; also allowed to be used for manual imports+from, source, imported from, import from Wikimedia project, import from WM project, imported from WM project+WikibaseItem+4023448
P27+country of citizenship+the object is a country that recognizes the subject as its citizen+citizenship, citizen of, national of, subject of (country), (legal) nationality+WikibaseItem+3784496
P361+part of+"object of which the subject is a part (if this subject is already part of object A which is a part of object B, then please only make the subject part of object A). Inverse property of ""has part"" (P527, see also ""has parts of the class"" (P2670))."+in, merged into, assembly of, component of, contained within, is part of, merged with, meronym of, part of-property, section of, subassembly of, subgroup of, subsystem of, system of, within, branch of, cadet branch of, collateral branch of+WikibaseItem+3513405
P1057+chromosome+chromosome on which an entity is localized+on chromosome+WikibaseItem+3306150
P279+subclass of+next higher class or type; all instances of these items are instances of those items; this item is a class (subset) of that item. Not to be confused with P31 (instance of)+⊂, ⊆, form of, has superclass, hyponym of, is a category of, is a class of, is a subtype of, is a type of, is also a, is necessarily also a, is thereby also a, rdfs:subClassOf, subcategory of, subset of, subtype of, type of, whose instances ⊆ those of, whose instances are among+WikibaseItem+3017601
P171+parent taxon+closest parent taxon of the taxon in question+higher taxon, taxon parent+WikibaseItem+2842792
P105+taxon rank+level in a taxonomic hierarchy+taxonomic rank, rank, type of taxon+WikibaseItem+2837912
P19+place of birth+most specific known (e.g. city instead of country, or hospital instead of city) birth location of a person, animal or fictional character+birth location, birthplace, location of birth, POB, birth city, birth place, born at, born in, location born+WikibaseItem+2631519
P734+family name+part of full name of person+surname, last name+WikibaseItem+2498333
P195+collection+art, museum, archival, or bibliographic collection the subject is part of+art collection, archives, museum collection, GLAM, archival holdings+WikibaseItem+2398095
P1343+described by source+reference work where this item is described+subject of, entry, described in source, written about in, described by biography, described by encyclopedia, described by reference work+WikibaseItem+2376610
P1435+heritage designation+heritage designation of a cultural or natural site+designation, protection, heritage status, heritage designation, legal protection, listed status, listing, protected status+WikibaseItem+1966603
P421+located in time zone+time zone for this item+time zone, time, timezone, TZ+WikibaseItem+1878044
P276+location+location of the object, structure or event. In the case of an administrative entity use P131. In the case of a geographic entity use P706+neighborhood, locality, venue, region, event location, based in, in, is in, located, located in, location of item, moveable object location, place held+WikibaseItem+1862504
P641+sport+sport in which the subject participates or belongs to+play, sports, plays, sport played+WikibaseItem+1600696
P1640+curator+content specialist responsible for this collection or exhibition+keeper, biocurator, curated by, curation authority, digital curator, has curator+WikibaseItem+1587006
P527+has part+"part of this subject; inverse property of ""part of"" (P361). See also ""has parts of the class"" (P2670)."+comprised of, has member, contains, formed from, formed out of, ingredients, amalgamation of, assembled from, assembled out of, composed of, consists of, contain, created from, created out of, has as part, has component, has ingredient, has ingredients, have part, holonym of, includes, includes part, parts, set of+WikibaseItem+1572401
P155+follows+"immediately prior item in a series of which the subject is a part [if the subject has replaced the preceding item, e.g. political offices, use ""replaces"" (P1365)]"+predecessor, preceded by, succeeds, before was, comes after, prequel is, previous is, sequel of, split from, succeeds to, successor to, prev, previous element+WikibaseItem+1538970
P156+followed by+"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]"+comes before, next is, precedes, preceeds, prequel of, sequel is, succeded by, successor, next, next element+WikibaseItem+1521221
P69+educated at+educational institution attended by subject+education, faculty, alma mater, alumna of, alumni of, alumnus of, college attended, graduate of, graduated from, school attended, studied at, university attended, attended, place of education+WikibaseItem+1467157
P659+genomic assembly+specify the genome assembly on which the feature is placed+GenLoc assembly+WikibaseItem+1454861
P54+member of sports team+sports teams or clubs that the subject currently represents or formerly represented+team, club played for, member of team, of team, part of team, played for, player of, plays for, team played for, teams played for+WikibaseItem+1400474
P1001+applies to jurisdiction+the item (an institution, law, public office ...) or statement belongs to or has power over or applies to the value (a territorial jurisdiction: a country, state, municipality, ...)+jurisdiction, applied to jurisdiction, applies to territorial jurisdiction, belongs to jurisdiction, country of jurisdiction, linked to jurisdiction, of jurisdiction, valid in jurisdiction+WikibaseItem+1394081
P971+category combines topics+this category combines (intersects) these two or more topics+category intersects topics, cct, combines topics, subjects of category, topics of category+WikibaseItem+1375502
P40+child+subject has object as child. Do not use for stepchildren+son, issue, children, daughter, daughters, has child, has children, has daughter, has daughters, has kid, has kids, has son, has sons, kid, kids, offspring, progeny, sons, descendants, parent of+WikibaseItem+1329193
P6216+copyright status+copyright status for intellectual creations like works of art, publications, software, etc.+copyright restriction+WikibaseItem+1316188
P136+genre+creative work's genre or an artist's field of work (P101). Use main subject (P921) to relate creative works to their topic+literary genre, film genre, music genre, genre of music, type of music, artistic genre, kind of music, type of film+WikibaseItem+1283418
P682+biological process+is involved in the biological process++WikibaseItem+1238299
P161+cast member+"actor in the subject production [use ""character role"" (P453) and/or ""name of the character role"" (P4633) as qualifiers] [use ""voice actor"" (P725) for voice-only role]"+actor, actress, film starring, starring, contestant of a play+WikibaseItem+1230914
P39+position held+subject currently or formerly holds the object position or public office+holds position, office held, political office held, political seat, position occupied, public office+WikibaseItem+1215281
P680+molecular function+represents gene ontology function annotations++WikibaseItem+1199755
P108+employer+person or organization for which the subject works or worked+workplace, employed by, worked at, worked for, working for, working place, works at, works for+WikibaseItem+1121501
P166+award received+award or recognition received by a person, organisation or creative work+award, awards, award won, awarded, awards received, honorary title, honors, honours, medals, prize awarded, prize received, recognition title, win, winner of+WikibaseItem+1068994
P405+taxon author+the author(s) that (optionally) may be cited with the scientific name+author citation, described by+WikibaseItem+1062895
P495+country of origin+country of origin of this item (creative work, food, phrase, product, etc.)+comes from, originates from, CoO, origin (country), place of origin+WikibaseItem+1050614
P150+contains administrative territorial entity+(list of) direct subdivisions of an administrative territorial entity+contains, divided into, divides into, has administrative divisions, has arrondissements, has boroughs, has cities, has counties, has countries, has districts, has local government areas, has members, has municipalities, has regions, has rural cities, has shires, has states, has towns, has villages, has wards, subdivided into+WikibaseItem+1026110
P20+place of death+most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character+POD, deathplace, location of death, death location, death place, died in+WikibaseItem+1017820
P2548+strand orientation+orientation of gene on double stranded DNA molecule++WikibaseItem+1007606
P1412+languages spoken, written or signed+language(s) that a person speaks, writes or signs, including the native language(s)+language, used language, second language, language used, language spoken, language of expression, language read, language signed, language written, language(s) spoken, written or signed, languages of expression, languages signed, languages spoken, languages spoken, written, or signed, signed language, signs language, speaks language, spoke language, uses language, writes language, wrote language+WikibaseItem+985548
P186+material used+material the subject is made of or derived from+medium, media, reactant, ingredient, feedstock, raw material, construction material, built from, built out of, constructed from, constructed out of, crafted from, crafted out of, formed from, formed out of, ingredients, made from, made of, manufactured from, manufactured out of, ore, source material+WikibaseItem+980169
P702+encoded by+the gene that encodes some gene product++WikibaseItem+976379
P688+encodes+the product of a gene (protein or RNA)+codes for+WikibaseItem+973362
P1013+criterion used+property by which a distinction or classification is made+basis, according to, by, with respect to, based on, criteria used, on the basis of, respectively to, with reference to+WikibaseItem+918678
P681+cell component+component of the cell in which this item is present+subcellular localization+WikibaseItem+903827
P22+father+"male parent of the subject. For stepfather, use ""stepparent"" (P3448)"+child of, dad, daddy, daughter of, has father, is child of, is daughter of, is son of, parent, son of+WikibaseItem+816741
P170+creator+"maker of this creative work or other object (where no more specific property exists). Paintings with unknown painters, use ""anonymous"" (Q4233718) as value."+painter, sculptor, sculptors, created by, made by, created, artist (non-musical), creators, painters+WikibaseItem+739943
P1264+valid in period+time period when a statement is valid+time period, applies to period, period of applicability, period of time, period of validity+WikibaseItem+717743
P4224+category contains+category contains elements that are instances of this item+is set of+WikibaseItem+700543
P3831+object has role+"(qualifier) role or generic identity of the value of a statement (""object"") in the context of that statement; for the role of the item the statement is on (""subject""), use P2868."+role, as, circumstances of employment, has role, object has generic identity, specifically, value has role+WikibaseItem+682377
P26+spouse+"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions"+husband, husbands, marriage partner, married, married to, marry, spouses, wed, wedded to, wife, wives+WikibaseItem+669598
P7959+historic county+traditional, geographical division of Great Britain and Ireland+traditional county, ancient or geographic county+WikibaseItem+646534
P301+category's main topic+primary topic of the subject Wikimedia category+cmt, article with category's topic, category's main article, item for this category, main article in category, main category topic, main topic of category, page with category's topic, topic of category+WikibaseItem+632815
P910+topic's main category+main Wikimedia category+category for this topic, has category, main category, subject category+WikibaseItem+632135
P518+applies to part+part, aspect, or form of the item to which the claim applies+for, applied to, applies to aspect, applies to form, apply to, apply to part, in form, involved part, limited to part, line item, of part, valid for part, when viewed as+WikibaseItem+623115
P47+shares border with+countries or administrative subdivisions, of equal level, that this item borders, either by land or water. A single common point is enough.+border, adjacent to, bordered by, borders, next to+WikibaseItem+563512
P1344+participant in+event in which a person or organization was/is a participant; inverse of P710 or P1923+competed in, competes in, participant of, participant of event, participated in, present at, takes part, took part, took part in+WikibaseItem+562665
P180+depicts+depicted entity (see also P921: main subject)+subject, motif, represents, depiction of, landscape of, painting of, portrait of, portrays, depicting+WikibaseItem+516693
P25+mother+"female parent of the subject. For stepmother, use ""stepparent"" (P3448)"+mom, mum, mummy, child of, daughter of, is child of, is daughter of, is son of, parent, son of, mam, has mother+WikibaseItem+515562
P1889+different from+item that is different from another item, with which it is often confused+≠, is not, confused with, different than, different to, differs from, disambiguated from, distinct from, distinguished from, is different from, isn't, mistakenly taken for, not same as, not the same as, not to be confused with, often confused with, rejected match, to be distinguished from, differ from, not equal to+WikibaseItem+510547
P175+performer+actor, musician, band or other performer associated with this role or musical work+actor, actress, artist, musician, dancer, musical artist, played by, portrayed by, recorded by, recording by, performed by, sung by+WikibaseItem+493942
P2701+file format+file format, compression type, or ontology used in a file+format, document format, compression format, file type+WikibaseItem+487786
P137+operator+person, profession, or organization that operates the equipment, facility, or service; use country for diplomatic missions+administrator, user, facility operator, item operator, managed by, operated by, service operator, webmaster+WikibaseItem+486952
P102+political party+the political party of which this politician is or has been a member or otherwise affiliated+party, member of, member of party, member of political party, party membership+WikibaseItem+470314
P3452+inferred from+statement added based on related statement found on the following item, not the entity described by the item (to be used in a source field)++WikibaseItem+450660
P6224+level of description+position of the unit of description in the hierarchy of the fonds++WikibaseItem+423066
P127+owned by+owner of the subject+owner, provenance, shareholder, stockholder, belongs to, is owned by, owners, shareholders, stockholders, belonged to+WikibaseItem+416078
P282+writing system+alphabet, character set or other system of writing used by a language, supported by a typeface+script, alphabet+WikibaseItem+408956
P123+publisher+organization or person responsible for publishing books, periodicals, games or software+publishing house, book publisher, video game publisher, board game publisher, software publisher, published by+WikibaseItem+397294
P413+position played on team / speciality+position or specialism of a player on a team+specialism, speciality, fielding position, player position, position (on team)+WikibaseItem+394973
P2937+parliamentary term+term of a parliament or any deliberative assembly+legislative term+WikibaseItem+394210
P881+type of variable star+type of variable star+variable type+WikibaseItem+385786
P179+part of the series+series which contains the subject+collection, series, listed in, part of series+WikibaseItem+368817
P2868+subject has role+"role/generic identity of the item (""subject""), also in the context of a statement. For the role of the value of the statement (""object""), use P3831 (""object has role""). For acting roles, use P453 (""character role""). For persons, use P39."+job title, duty, role, function, purpose, as, has role, acting as, had role, subject had role, subject has generic identity+WikibaseItem+365542
P512+academic degree+academic degree that the person holds+degree, diploma, academic diploma+WikibaseItem+346359
P8363+study type+classification system for clinical trial, experiment, research++WikibaseItem+338270
P364+original language of film or TV show+"language in which a film or a performance work was originally created. Deprecated for written works; use P407 (""language of work or name"") instead."+language, original language, created on language, language of the original work+WikibaseItem+335410
P3373+sibling+"the subject has the object as their sibling (brother, sister, etc.). Use ""relative"" (P1038) for siblings-in-law (brother-in-law, sister-in-law, etc.) and step-siblings (step-brothers, step-sisters, etc.)"+sister, brother, sib, bro, brothers and sisters, siblings, brother or sister, has brother, has sister, sis, sister or brother, brothers, sisters, has sibling, is sibling of, is the sibling of, sisters and brothers, is brother of, is sister of, is the brother of, is the sister of+WikibaseItem+334696
P463+member of+organization, musical group, or club to which the subject belongs. Do not use for membership in ethnic or social groups, nor for holding a position such as a member of parliament (use P39 for that).+membership, band member of+WikibaseItem+332855
P159+headquarters location+city, where an organization's headquarters is or has been situated. Use P276 qualifier for specific building+seat, HQ, based in, garrison, headquarters, admin HQ, head office location, head quarters, HQ location, principle office+WikibaseItem+327201
P128+regulates (molecular biology)+process regulated by a protein or RNA in molecular biology++WikibaseItem+326614
P140+religion+religion of a person, organization or religious building, or associated with this subject+faith, denomination, life stance, religious affiliation, follower of religion, follows religion, has religion+WikibaseItem+323057
P5008+on focus list of Wikimedia project+property to indicate that an item is of particular interest for a Wikimedia project. This property does not add notability. Items should not be created with this property if they are not notable for Wikidata. See also P6104, P972, P2354.+catalog of Wikimedia project, focus list, focused on by Wikimedia project, has Wikimedia project, Wikimedia project focus list+WikibaseItem+321572
P264+record label+brand and trademark associated with the marketing of subject music recordings and music videos+label+WikibaseItem+319640
P805+statement is subject of+(qualifying) item that describes the relation identified in this statement+article, artfor, dedicated article, dedicated item, is subject of, subject of, subject of the claim, subject of the statement, related item of statement+WikibaseItem+316569
P126+maintained by+person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order+maintenance, administrator, custodian, maintainer, administered by+WikibaseItem+301922
P710+participant+"person, group of people or organization (object) that actively takes/took part in an event or process (subject).  Preferably qualify with ""object has role"" (P3831). Use P1923 for participants that are teams."+agent, accused, party, attendee, belligerents, between, competitor, event participant, participants, player, suspect+WikibaseItem+300832
P57+director+director(s) of film, TV-series, stageplay, video game or similar+film director, movie director, directed by+WikibaseItem+289752
P768+electoral district+"electoral district this person is representing, or of the office that is being contested. Use as qualifier for ""position held"" (P39) or ""office contested"" (P541) or ""candidacy in election"" (P3602)"+constituency, seat, electorate, riding, ward, electoral area+WikibaseItem+287650
P937+work location+location where persons were active+location of work, place of work, work location, workplace, active in, place of activity, work place, working at, work residence, place of employment+WikibaseItem+283136
P138+named after+"entity or event that inspired the subject's name, or namesake (in at least one language). Qualifier ""applies to name"" (P5168) can be used to indicate which one"+etymology, toponym, eponym, name after, named for, named in honor of, namesake, linked with+WikibaseItem+281748
P6153+research site+place where this item was researched+location of research, place researched, where researched+WikibaseItem+262202
P460+said to be the same as+this item is said to be the same as that item, but the statement is disputed+equal to, close to, conspecific with, disputed equivalence, equivalent of, equivalent to, is said to be the same as, is the same as, possibly equivalent to, possibly the same as, said to be different from, same, same as, see also, similar to, the same as, said to be equal to, could be, could be equal to, may be, may be equal to+WikibaseItem+243177
P291+place of publication+geographical place of publication of the edition (use 1st edition when referring to works)+location of publication, publication city, publication location, publication place, publication region, published in (place), release region, released in+WikibaseItem+237053
P1552+has quality+the entity has an inherent or distinguishing non-material characteristic+aspect, attribute, parameter, quality, characterized by, defined by, defining feature, defining parameter, has characteristic, has feature, has property, inherent property, required property, requirement, trait+WikibaseItem+234576
P1050+medical condition+any state relevant to the health of an organism, including diseases and positive conditions+disease, condition, disorder, illness, ailment, disability, health condition, health issue, health problem, paralympic disability, suffers from, suffer from+WikibaseItem+231994
P2094+competition class+official classification by a regulating body under which the subject (events, teams, participants, or equipment) qualifies for inclusion+weight class, class for competition, compclass, disability sport classifications, qualification class, qualifies for, rated at+WikibaseItem+221718
P1365+replaces+"person or item replaced. Use ""structure replaces"" (P1398) for structures. Use ""follows"" (P155) if the previous item was not replaced or predecessor and successor are identical"+predecessor, continues from, forefather, preceded by, previous job holder, replaced, succeeds, supersedes, continues+WikibaseItem+220865
P1346+winner+winner of an event - do not use for awards (use P166/P2453 instead), nor for wars or battles+leader, 1st place medalist, awardee, champ, champion, nominee, prizewinner, titleholder, top dog, victor, winners, won by+WikibaseItem+220191
P360+is a list of+common element between all listed items+lists, list of, main article of list, main topic of list+WikibaseItem+205548
P2817+appears in the heritage monument list+heritage monument is a part of the list of heritage monuments++WikibaseItem+203942
P5911+inflection class+inflection class this lexeme belongs to, pattern of forms of the lexeme+form pattern+WikibaseItem+201703
P7261+use restriction status+status of any use restrictions on the object, collection, or materials++WikibaseItem+200923
P1532+country for sport+country a person or a team represents when playing a sport+sport country, sport nationality, sporting nationality, sports country, sports nationality+WikibaseItem+199461
P1366+replaced by+other person or item which continues the item by replacing it in its role. Use P156 (followed by) if the item is not replaced (e.g. books in a series), nor identical, but adds to the series without dropping the role of this item in that series+heir, successor, continued by, mediatised to, next job holder, succeeded by, superseded by+WikibaseItem+198622
P2894+day of week+day of the week on which this item occurs, applies to or is valid++WikibaseItem+191363
P2348+time period+time period (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred+epoch, sports season, legislative period, historical period, era, historic period, historic era, theatre season+WikibaseItem+187502
P607+conflict+battles, wars or other military engagements in which the person or item participated+battle, war, military conflict, engagement, in action, in conflict, military engagement, participant in conflict, participated in conflict, theater (military), theatre (military)+WikibaseItem+186707
P1303+instrument+musical instrument that a person plays+musical instrument, instrument played, plays, plays instrument+WikibaseItem+185066
P462+color+color of subject+colour, colors, colours, has color, has colour+WikibaseItem+179718
P101+field of work+specialization of a person or organization; see P106 for the occupation+academic discipline, subject, area, field of study, discipline, activity, FOW, scientific discipline, domain, academic area, academic subject, be researcher in, conduct research about, fields, research on, responsible for, scientific area, specialism, speciality, studies, domain of activity, activity domain+WikibaseItem+179652
P119+place of burial+location of grave, resting place, place of ash-scattering, etc, (e.g. town/city or cemetery) for a person or animal. There may be several places: e.g. re-burials, cenotaphs, parts of body buried separately.+tomb, burial place, buried at, buried in, grave at, interment, location of burial, place of grave, place of interment, resting place+WikibaseItem+178508
P7228+access restriction status+status of any access restrictions on the object, collection, or materials++WikibaseItem+178482
P5185+grammatical gender+grammatical gender of the word+gender+WikibaseItem+174665
P6099+clinical trial phase+phase designation for a clinical trial++WikibaseItem+172820
P793+significant event+significant or notable events associated with the subject+event, outcome, big event, key event, fate, known for, key incident, main events, major event, notable event, notable incident, significant achievment, significant incident, sign. event+WikibaseItem+168075
P81+connecting line+railway or public transport line(s) subject is directly connected to; use as a qualifier to P197+railway line, is on, line connected to, rail line connected to, rapid transit line+WikibaseItem+167901
P162+producer+person(s) who produced the film, musical work, theatrical production, etc. (for film, this does not include executive producers, associate producers, etc.) [for production company, use P272, video games - use P178]+film producer, record producer, produced by+WikibaseItem+166826
P1480+sourcing circumstances+qualification of the truth or accuracy of a source: circa (Q5727902), near (Q21818619), presumably (Q18122778), etc.+certainty, validity, reliability, accuracy, precision, confidence, qualitative valuation+WikibaseItem+166102
P58+screenwriter+person(s) who wrote the script for subject item+written by, scriptwriter, film script by, screenplay by, teleplay by, writer (of screenplays), writing credits+WikibaseItem+162679
P197+adjacent station+the stations next to this station, sharing the same line(s)+neighbouring station, next station, next stop, previous station+WikibaseItem+161535
P86+composer+"person(s) who wrote the music [for lyricist, use ""lyrics by"" (P676)]"+songwriter, composed by, music by, musical score by, written by+WikibaseItem+161295
P708+diocese+administrative division of the church to which the element belongs; use P5607 for other types of ecclesiastical territorial entities+archdiocese, bishopric, archbishopric+WikibaseItem+159832
P400+platform+platform for which a work was developed or released, or the specific platform version of a software product+platforms, hardware, environment, computing platform, runtime, game platform, published on+WikibaseItem+156563
P566+basionym+the legitimate, previously published name on which a new combination or name at new rank is based++WikibaseItem+154023
P859+sponsor+organization or individual that sponsors this item+patron, endorsed by, sponsored by+WikibaseItem+143918
P4844+research intervention+the focus of an experiment, also called the experimental variable, research activity, or study intervention+intervention, treatment, exposure, experimental variable+WikibaseItem+142455
P275+copyright license+license under which this copyrighted work is released+license, licence, content licence, content license, copyright licence+WikibaseItem+141298
P172+ethnic group+subject's ethnicity (consensus is that a VERY high standard of proof is needed for this field to be used. In general this means 1) the subject claims it themself, or 2) it is widely agreed on by scholars, or 3) is fictional and portrayed as such)+people, race, ethnicity, culture, (cultural) nationality+WikibaseItem+140225
P669+located on street+"street, road, or square, where the item is located. To add the number, use Property:P670 ""street number"" as qualifier. Use property P6375 if there is no item for the street"+street, road, square, address street, is on, located at street (item), on street+WikibaseItem+139355
P1454+legal form+legal form of an organization+type of business entity, legal structure, structured as+WikibaseItem+134460
P410+military rank+"military rank achieved by a person (should usually have a ""start time"" qualifier), or military rank associated with a position"+rank+WikibaseItem+127974
P7727+legislative committee+committee in which the legislation is discussed++WikibaseItem+123663
P1478+has immediate cause+nearest, proximate thing that directly resulted in the subject as outcome or effect. Used in conjunction with 'has cause' (i.e. underlying cause) and 'has contributing factor'. See 'Help:Modeling causes'.+has immediate causes, has proximate cause, has proximate causes, immediate cause, immediate effect of, immediate outcome of, immediate result of, immediately caused by, is immediately caused by, is proximately caused by, proximate effect of, proximate outcome of, proximate result of, proximately caused by+WikibaseItem+123242
P141+IUCN conservation status+conservation status assigned by the International Union for Conservation of Nature+conservation status+WikibaseItem+122011
P437+distribution format+method (or type) of distribution for the subject+edition, medium, media, format, media type, distribution, type of media, book format, form of publication, media format+WikibaseItem+120971
P5323+attested in+document where the lemma or form of a Lexeme entity, word or name is attested+form of lexeme found in, lexeme form found in+WikibaseItem+118486
P2079+fabrication method+method, process or technique used to grow, cook, weave, build, assemble, manufacture the item+manufacturing process, assembly method, fabrication process, made by, manufacturing method, production method, production process, technique used, produced by, assembly process, by means, by method, method used, process used, technology used, creation method, method of assembly, method of fabrication, produced using+WikibaseItem+118002
P2241+reason for deprecation+qualifier to allow the reason to be indicated why a particular statement should be considered deprecated+Wikidata reason for deprecation, cause of deprecation, deprecated because, deprecation reason+WikibaseItem+114716
P176+manufacturer+manufacturer or producer of this product+builder, made by, built by, mfr, maker, manufactured by, producer (of product), product of+WikibaseItem+113912
P2715+elected in+qualifier for statements in position held to link the election in which a person gained a position from, or reelection in which the position was confirmed+election+WikibaseItem+111922
P551+residence+the place where the person is or has been, resident+lives in, home town, hometown, lived in, place of residence, resided at, resided in, resident in, resident of+WikibaseItem+108568
P36+capital+primary city of a country, province, state or other type of administrative territorial entity+chef-lieu, county seat, administrative centre, administrative headquarters, capital city, capital town, court residence, has capital, principal place+WikibaseItem+107961
P149+architectural style+architectural style of a structure+architecture, style of architecture+WikibaseItem+107555
P4100+parliamentary group+parliamentary group which a member of a parliament belongs to+party, faction+WikibaseItem+106848
P272+production company+company that produced this film, audio or performing arts work+film studio, theatre company, ballet company, studio, motion picture studio, movie studio, theatrical troupe, broadcasting company, production house, theater company+WikibaseItem+104927
P6379+has works in the collection+collection that have works of this person+has work in the collection, has works in the collection(s), work in collection, works in collection, museum housing this person's work+WikibaseItem+104926
P509+cause of death+underlying or immediate cause of death.  Underlying cause (e.g. car accident, stomach cancer) preferred.  Use 'manner of death' (P1196) for broadest category, e.g. natural causes, accident, homicide, suicide+death cause, die from, die of, died of, method of murder, murder method+WikibaseItem+104875
P749+parent organization+parent organization of an organization, opposite of subsidiaries (P355)+holding company, holding, parent company, owned by (company or organisation), owned by (company or organization), parent agency, parent organisation, parent unit, part of, subsidiary of, superior formation+WikibaseItem+102883
P1923+participating team+Like 'Participant' (P710) but for teams. For an event like a cycle race or a football match you can use this property to list the teams and P710 to list the individuals (with 'member of sports team' (P54) as a qualifier for the individuals)+teams+WikibaseItem+101339
P1441+present in work+this (fictional) entity or person is present in the story of that work (use P2860 for works citing other works, P361/P1433 for works being part of / published in other works, P1343 for entities described in non-fictional accounts)+subject of, from narrative, appears in, described by work, discussed in work, featured in work, from work, in narrative, in work, is shown in, mentioned in+WikibaseItem+101294
P3602+candidacy in election+election where the subject is a candidate+candidate in election, election candidacy, candidate in, ran in election, running in election+WikibaseItem+99726
P2789+connects with+item with which the item is physically connected+attached to, attaches to, binds to, connected to, connected with, connects to, couples with, intersects at grade, mates with, meets at grade+WikibaseItem+98380
P196+minor planet group+is in grouping of minor planets according to similar orbital characteristics+asteroid group+WikibaseItem+97288
P103+native language+language or languages a person has learned from early childhood+first language, L1 speaker of, language native, mother tongue+WikibaseItem+97279
