entity1,relations,entity2
Q127076,P2176,Q251347
Q127076,P2176,Q421095
Q127076,P2176,Q422252
Q127076,P2176,Q421937
Q178436,P2176,Q132501
Q178436,P1995,Q120569
Q11465,P156,Q11376
Q941770,P1995,Q120569
Q941770,P2176,Q421713
Q1349821,P1995,Q120569
Q412486,P2175,Q133087
Q187689,P2670,Q11158
Q376666,P1995,Q120569
Q130768,P1536,Q4
Q816798,P2176,Q422252
Q909022,P2283,Q55634432
Q909022,P2283,Q165632
Q1266418,P1995,Q120569
Q1266418,P138,Q134955
Q133244,P1995,Q11180
Q133244,P1995,Q212809
Q133244,P1995,Q103824
Q2138622,P2578,Q2095
Q422188,P2175,Q41861
Q422188,P2175,Q794086
Q422188,P2868,Q200656
Q170617,P681,Q79899
Q1075923,P1995,Q120569
Q1075923,P2176,Q407241
Q420035,P2175,Q170990
Q420035,P2868,Q188724
Q14982,P2868,Q146505
Q344,P155,Q193168
Q7020,P2579,Q7162
Q183130,P1995,Q120569
Q183130,P2176,Q420394
Q183130,P2176,Q422210
Q183130,P2176,Q423037
Q130336,P2175,Q81938
Q1129338,P1995,Q171171
Q4927059,P1995,Q120569
Q412050,P2868,Q575890
Q412050,P2868,Q721432
Q298230,P1995,Q120569
Q298230,P2176,Q422210
Q298230,P2176,Q420394
Q298230,P689,Q173710
Q134955,P2789,Q1029907
Q175821,P111,Q36253
Q661015,P1995,Q120569
Q240642,P2868,Q576618
Q1247300,P111,Q39552
Q1349983,P828,Q20204151
Q1349983,P1478,Q39552
Q1349983,P1542,Q60528603
Q1314,P155,Q1313
Q1314,P2922,Q110
Q1314,P2922,Q119
Q1067506,P1542,Q82642
Q1149305,P2579,Q9418
Q7220961,P186,Q11426
Q7220961,P186,Q11474
Q9635,P927,Q23640
Q911386,P1995,Q171171
Q911386,P2176,Q420394
Q255680,P2175,Q12174
Q270952,P1542,Q1115038
Q1848900,P2579,Q128406
Q41576,P636,Q420054
Q41576,P769,Q410061
Q41576,P769,Q4890934
Q41576,P769,Q422438
Q41576,P769,Q174259
Q41576,P769,Q213511
Q41576,P769,Q251347
Q41576,P769,Q179996
Q41576,P769,Q10354103
Q41576,P769,Q417597
Q41576,P769,Q419394
Q41576,P769,Q413591
Q41576,P2175,Q81938
Q41576,P2175,Q35805
Q2736268,P1995,Q162555
Q35869,P1995,Q101929
Q35869,P2176,Q637247
Q35869,P2176,Q410358
Q35869,P2176,Q32921
Q35869,P2176,Q424340
Q35869,P2176,Q407308
Q35869,P2176,Q416473
Q35869,P2176,Q416132
Q35869,P2176,Q422212
Q35869,P780,Q35805
Q273169,P2175,Q81938
Q273169,P2175,Q182155
Q273169,P2175,Q945238
Q35805,P2176,Q41576
Q35805,P2176,Q174723
Q35805,P1542,Q17200001
Q615057,P2578,Q131130
Q175449,P927,Q994554
Q175449,P2789,Q9637
Q153356,P2176,Q213511
Q153356,P2176,Q201928
Q153356,P2176,Q193045
Q153356,P2176,Q422442
Q32778,P2176,Q1758380
Q407308,P2175,Q35869
Q407308,P2868,Q927234
Q1435822,P1995,Q103824
Q1435822,P2176,Q2552927
Q1435822,P2176,Q256602
Q1435822,P2176,Q424027
Q1435822,P2176,Q412223
Q1435822,P2176,Q808845
Q410061,P769,Q41576
Q410061,P769,Q4890934
Q410061,P769,Q422438
Q410061,P769,Q174259
Q410061,P769,Q213511
Q410061,P769,Q251347
Q410061,P769,Q179996
Q410061,P769,Q10354103
Q410061,P769,Q417597
Q410061,P769,Q419394
Q410061,P769,Q413591
Q410061,P2175,Q189331
Q629444,P1995,Q83042
Q154430,P2176,Q411457
Q154430,P2176,Q423364
Q154430,P2176,Q421937
Q154430,P2176,Q210402
Q154430,P2176,Q251347
Q154430,P2176,Q408471
Q154430,P2176,Q422244
Q154430,P2176,Q412194
Q154430,P1995,Q7867
Q185648,P111,Q39552
Q12192,P2176,Q12187
Q12192,P2176,Q1758380
Q12192,P2176,Q422442
Q12192,P2176,Q256602
Q12192,P2176,Q421713
Q12192,P2176,Q169569
Q12192,P2176,Q410358
Q12192,P2176,Q2552927
Q12192,P2176,Q413728
Q12192,P2176,Q424027
Q12192,P780,Q35805
Q12192,P780,Q38933
Q12192,P780,Q188008
Q12192,P780,Q199602
Q12192,P780,Q647099
Q12192,P828,Q166231
Q12192,P828,Q662860
Q422212,P2868,Q927234
Q422212,P2868,Q422549
Q422212,P2175,Q2453464
Q422212,P2175,Q35869
Q422212,P2175,Q1472
Q279330,P927,Q181602
Q279330,P927,Q502704
Q279330,P2176,Q415550
Q9637,P2789,Q174778
Q9637,P2789,Q175449
Q219588,P703,Q7377
Q188008,P2176,Q81225
Q496812,P1995,Q103824
Q424227,P927,Q181602
Q424227,P927,Q502704
Q199804,P2176,Q637247
Q199804,P828,Q662860
Q199804,P828,Q165632
Q28823,P186,Q161
Q186752,P1542,Q42982
Q114085,P780,Q86
Q114085,P780,Q1115038
Q422482,P2175,Q183134
Q422482,P2175,Q82504
Q422482,P2175,Q221668
Q422482,P2868,Q12187
Q104085,P2868,Q187661
Q118781,P138,Q897
Q118781,P138,Q161
Q719725,P105,Q7432
Q719725,P793,Q1764062
Q756610,P1995,Q189553
Q160289,P927,Q7362
Q220989,P1995,Q83042
Q12133,P1995,Q189553
Q131130,P2579,Q615057
Q7162004,P2868,Q324089
Q42982,P828,Q186752
Q42982,P1995,Q101929
Q42982,P1542,Q1115038
Q42982,P2176,Q11426176
Q42982,P2176,Q424049
Q42982,P2176,Q422252
Q42982,P2176,Q424972
Q42982,P2176,Q417222
Q42982,P2959,Q5958765
Q43238,P427,Q157656
Q1006,P122,Q7270
Q2291130,P1995,Q83042
Q159557,P1995,Q83042
Q181898,P1542,Q81163
Q7218,P2578,Q184651
Q185080,P927,Q182228
Q223907,P1995,Q83042
Q223907,P1995,Q7867
Q41571,P1995,Q83042
Q41571,P2176,Q210402
Q41571,P2176,Q410412
Q41571,P2176,Q412164
Q41571,P2176,Q410400
Q41571,P2176,Q407241
Q132501,P2175,Q178436
Q132501,P2175,Q229256
Q132501,P2868,Q146505
Q1136940,P1995,Q327657
Q11019,P101,Q11023
Q133823,P1995,Q83042
Q133823,P780,Q127076
Q133823,P780,Q86
Q133823,P2176,Q186969
Q133823,P2176,Q57055
Q133823,P2176,Q423364
Q133823,P2176,Q407541
Q133823,P2176,Q58397
Q133823,P2176,Q2014797
Q133823,P2176,Q1185089
Q12252367,P1995,Q10379
Q12252367,P780,Q1058276
Q38404,P1995,Q7867
Q38404,P1995,Q9418
Q412221,P2175,Q191779
Q412221,P2175,Q117060
Q412221,P2175,Q41861
Q412221,P2175,Q181923
Q412221,P2175,Q159701
Q412221,P2868,Q575890
Q412221,P2868,Q173235
Q266332,P1995,Q7867
Q266332,P1995,Q9418
Q181923,P1995,Q7867
Q181923,P2176,Q423288
Q181923,P2176,Q58396
Q181923,P2176,Q412221
Q181923,P2176,Q191924
Q181923,P2176,Q179452
Q181923,P2176,Q422112
Q181923,P2579,Q7867
Q181923,P780,Q3316140
Q154865,P780,Q1128283
Q154865,P780,Q178436
Q154865,P828,Q208413
Q83030,P1995,Q7867
Q83030,P1995,Q83042
Q130741,P1995,Q7867
Q130741,P1995,Q183257
Q117060,P1995,Q83042
Q117060,P2176,Q421274
Q117060,P2176,Q412221
Q117060,P2176,Q413717
Q117060,P2176,Q210402
Q944758,P1995,Q83042
Q369157,P1995,Q162555
Q369157,P1995,Q83042
Q369157,P2176,Q180983
Q1115038,P828,Q270952
Q1115038,P828,Q2840
Q1115038,P828,Q42982
Q641118,P2579,Q9418
Q199507,P927,Q228537
Q556,P138,Q283
Q421429,P2868,Q575890
Q11376,P155,Q11465
Q11376,P4934,Q11465
Q422229,P2175,Q41861
Q422229,P2175,Q180762
Q422229,P2868,Q575890
Q416237,P2868,Q576618
Q723897,P1557,Q215772
Q918193,P1995,Q7867
Q410412,P2175,Q41112
Q410412,P2175,Q202387
Q410412,P2175,Q41571
Q410412,P2868,Q576618
Q945930,P1995,Q83042
Q182228,P927,Q1073
Q2303951,P1995,Q83042
Q1531991,P1995,Q83042
Q168182,P156,Q283102
Q410400,P2175,Q41571
Q410400,P2868,Q576618
Q729213,P2175,Q41861
Q729213,P2175,Q180762
Q729213,P2868,Q575890
Q7722,P155,Q575
Q232377,P2789,Q237229
Q205764,P1995,Q1221899
Q205764,P2176,Q419652
Q205764,P2176,Q416667
Q205764,P927,Q839508
Q81225,P2175,Q81938
Q81225,P2175,Q188008
Q81225,P2868,Q427523
Q81225,P2868,Q940
Q41364,P4934,Q11652
Q1641556,P1995,Q83042
Q213373,P1995,Q83042
Q180623,P2868,Q162657
Q191779,P780,Q738538
Q191779,P1995,Q83042
Q191779,P2176,Q251347
Q191779,P2176,Q412221
Q1186703,P1995,Q83042
Q17052147,P828,Q1121708
Q20180462,P4934,Q164399
Q193840,P1542,Q4
Q193840,P828,Q175111
Q176533,P2868,Q427523
Q176533,P2868,Q940
Q1502312,P1995,Q83042
Q10686316,P1995,Q189553
Q10686316,P1995,Q83042
Q11573,P111,Q36253
Q11573,P111,Q126017
Q11573,P4934,Q11574
Q122043,P462,Q23444
Q769220,P1995,Q83042
Q412164,P2868,Q576618
Q412164,P2175,Q41571
Q701216,P2283,Q12140
Q41482,P1056,Q16644043
Q746781,P1995,Q83042
Q283102,P155,Q168182
Q283102,P156,Q7725
Q177105,P1542,Q187388
Q101971,P828,Q184627
Q101971,P1995,Q171171
Q422806,P2175,Q81938
Q2888709,P1995,Q10379
Q423762,P2175,Q180614
Q125191,P2079,Q11633
Q7162,P2578,Q7020
Q7936603,P1995,Q161437
Q57055,P769,Q423169
Q57055,P769,Q422652
Q57055,P769,Q410400
Q57055,P769,Q410412
Q57055,P769,Q423364
Q57055,P2175,Q242165
Q57055,P2175,Q81938
Q671776,P1995,Q83042
Q671776,P1995,Q7867
Q413717,P2175,Q117060
Q625506,P1995,Q123028
Q163987,P927,Q994554
Q159701,P1995,Q161437
Q159701,P2176,Q412221
Q159701,P2176,Q410595
Q177895,P1995,Q161437
Q127724,P1995,Q161437
Q127724,P780,Q737460
Q127724,P828,Q11391
Q127724,P828,Q12206
Q127724,P828,Q180152
Q127724,P689,Q5
Q127724,P689,Q7377
Q127724,P689,Q5113
Q127724,P689,Q152
Q737460,P1995,Q161437
Q11391,P1542,Q127724
Q168403,P1995,Q161437
Q173387,P1557,Q4
Q207855,P1995,Q161437
Q757838,P1995,Q161437
Q18216,P2175,Q242165
Q18216,P2175,Q81938
Q18216,P2175,Q101991
Q18216,P2175,Q62736
Q18216,P769,Q1075324
Q18216,P769,Q407431
Q18216,P769,Q422232
Q18216,P769,Q410400
Q18216,P769,Q240642
Q18216,P2868,Q721432
Q18216,P2868,Q188724
Q575890,P2175,Q41861
Q280027,P2176,Q26272
Q280027,P2176,Q422232
Q280027,P2176,Q422252
Q280027,P2176,Q11426176
Q280027,P1995,Q161437
Q177254,P1995,Q161437
Q179951,P1995,Q161437
Q200266,P1478,Q33767
Q221668,P780,Q38933
Q221668,P2176,Q421713
Q221668,P2176,Q2555060
Q221668,P2176,Q2552927
Q221668,P2176,Q256602
Q221668,P2176,Q415843
Q221668,P2176,Q413728
Q221668,P2176,Q2601832
Q221668,P2176,Q1639616
Q221668,P2176,Q422665
Q221668,P2176,Q422482
Q221668,P2176,Q415739
Q221668,P2176,Q412223
Q221668,P2176,Q417897
Q221668,P2176,Q808845
Q221668,P2176,Q244150
Q221668,P2176,Q201928
Q221668,P2176,Q1758380
Q221668,P2176,Q415709
Q421119,P2175,Q41861
Q421119,P2868,Q575890
Q186969,P2175,Q81938
Q186969,P2175,Q242165
Q186969,P2175,Q62736
Q186969,P2175,Q101991
Q186969,P2175,Q645363
Q186969,P2175,Q220193
Q186969,P2175,Q133823
Q186969,P2175,Q133087
Q186969,P2175,Q170990
Q186969,P2868,Q188724
Q9386,P2789,Q9382
Q258915,P681,Q79899
Q419939,P2175,Q41861
Q419939,P2868,Q575890
Q241006,P2175,Q166019
Q241006,P2175,Q585285
Q241006,P2175,Q3448862
Q8486,P495,Q774
Q6097,P186,Q11002
Q6097,P186,Q283
Q6097,P186,Q60235
Q244680,P1382,Q131877
Q139195,P2175,Q1344835
Q139195,P2868,Q34956
Q1344835,P2176,Q139195
Q10354103,P769,Q410061
Q10354103,P769,Q4890934
Q10354103,P769,Q422438
Q10354103,P769,Q41576
Q10354103,P769,Q174259
Q10354103,P769,Q213511
Q10354103,P769,Q251347
Q10354103,P769,Q179996
Q10354103,P769,Q417597
Q10354103,P769,Q419394
Q10354103,P769,Q413591
Q10354103,P2175,Q184559
Q10354103,P2868,Q133948
Q9385,P2789,Q9382
Q65963433,P682,Q1067506
Q65963433,P682,Q332154
Q65963433,P682,Q14859627
Q65963433,P681,Q79899
Q65963433,P681,Q220599
Q422185,P2175,Q41861
Q422185,P2868,Q575890
Q184674,P1995,Q7867
Q184674,P1995,Q9418
Q184674,P2176,Q410374
Q410374,P2175,Q184674
Q410374,P2175,Q189331
Q410374,P2175,Q180762
Q33196,P1071,Q9612
Q33196,P1071,Q17147
Q21173374,P682,Q487937
Q21173374,P682,Q179217
Q21173374,P682,Q1410794
Q7377,P1672,Q8495
Q7377,P1672,Q10990
Q1468324,P828,Q18621601
Q7381206,P2868,Q574820
Q418669,P2868,Q574820
Q401402,P828,Q221668
Q401402,P828,Q1485
Q1054718,P2176,Q170304
Q1054718,P927,Q9377
Q3448862,P2176,Q241006
Q201928,P2175,Q153356
Q201928,P2175,Q201989
Q201928,P2175,Q221668
Q201928,P2175,Q101896
Q201928,P2868,Q12187
Q415709,P2175,Q221668
Q506652,P2176,Q2552927
Q506652,P2176,Q256602
Q14076,P186,Q131877
Q14076,P186,Q244680
Q14076,P186,Q146322
Q318896,P682,Q332154
Q318896,P681,Q39572
Q501908,P2789,Q9655
Q501908,P2789,Q103142
Q552348,P1995,Q5284418
Q1758380,P2175,Q221668
Q1758380,P2175,Q12192
Q1758380,P2175,Q32778
Q1758380,P2868,Q12187
Q61335,P1995,Q5284418
Q19821,P2670,Q208826
Q1076481,P2176,Q186127
Q1207302,P129,Q2095
Q200117,P1542,Q11995
Q416667,P2175,Q205764
Q21124841,P681,Q220599
Q21124841,P682,Q1067506
Q21124841,P682,Q133993
Q34581,P828,Q11995
Q419987,P2175,Q41861
Q419987,P2868,Q575890
Q101896,P2176,Q421713
Q101896,P2176,Q256602
Q101896,P2176,Q413728
Q101896,P2176,Q1639616
Q101896,P2176,Q213511
Q101896,P2176,Q193045
Q101896,P2176,Q417897
Q101896,P2176,Q244150
Q101896,P2176,Q201928
Q101896,P927,Q9386
Q101896,P927,Q9612
Q1751810,P1995,Q327657
Q25269,P111,Q11379
Q25269,P111,Q44432
Q180762,P1995,Q10379
Q180762,P2176,Q422229
Q180762,P2176,Q39111
Q180762,P2176,Q418139
Q180762,P2176,Q411325
Q180762,P2176,Q3342150
Q180762,P2176,Q410374
Q180762,P2176,Q409468
Q180762,P2176,Q410291
Q180762,P2176,Q418101
Q180762,P2176,Q4890934
Q180762,P2176,Q411347
Q180762,P2176,Q424952
Q180762,P2176,Q413994
Q180762,P2176,Q729213
Q180762,P2176,Q958087
Q180762,P2176,Q423364
Q180762,P2176,Q1243800
Q3294635,P2175,Q1467339
Q3294635,P2175,Q184559
Q327362,P2175,Q16501
Q327362,P2175,Q165135
Q416336,P682,Q487937
Q416336,P682,Q179217
Q416336,P682,Q719426
Q186235,P1995,Q10379
Q2751330,P1995,Q10379
Q411325,P2175,Q41861
Q411325,P2175,Q180762
Q411325,P2868,Q575890
Q963093,P2175,Q62736
Q963093,P2175,Q101991
Q963093,P2868,Q188724
Q26272,P2175,Q280027
Q26272,P2175,Q217111
Q26272,P2868,Q927234
Q10916362,P1995,Q189553
Q209583,P2176,Q216935
Q209583,P1995,Q10379
Q189331,P1995,Q10379
Q189331,P2176,Q410061
Q189331,P2176,Q216935
Q189331,P2176,Q410374
Q189331,P2176,Q662511
Q189331,P2176,Q422222
Q189331,P2176,Q409468
Q189331,P2176,Q413591
Q416485,P636,Q366155
Q409468,P2175,Q41861
Q409468,P2175,Q180762
Q409468,P2175,Q189331
Q409468,P2868,Q575890
Q409166,P682,Q487937
Q409166,P682,Q1410794
Q409166,P682,Q179217
Q419374,P2868,Q721432
Q7119591,P682,Q658145
Q7119591,P682,Q487937
Q7119591,P682,Q1410794
Q7119591,P682,Q179217
Q732942,P2283,Q747779
Q190875,P2175,Q101991
Q190875,P2959,Q26981430
Q425296,P2175,Q41861
Q425296,P2175,Q202387
Q425296,P2868,Q575890
Q418101,P2175,Q41861
Q418101,P2175,Q180762
Q418101,P2868,Q575890
Q423930,P2175,Q41861
Q423930,P2868,Q575890
Q423930,P2868,Q200656
Q201933,P111,Q11402
Q847399,P2868,Q721432
Q2314,P2175,Q194290
Q5166129,P1542,Q21255975
Q5166129,P1382,Q1367353
Q15326,P1995,Q7867
Q15326,P1995,Q9418
Q15326,P1542,Q147778
Q201180,P1995,Q10379
Q423364,P2175,Q41861
Q423364,P2175,Q536269
Q423364,P2175,Q180762
Q423364,P2175,Q154430
Q423364,P2175,Q133823
Q423364,P2868,Q575890
Q423364,P769,Q413188
Q420586,P2868,Q575890
Q11575,P105,Q7432
Q416331,P2175,Q184559
Q416331,P2175,Q644318
Q416331,P2175,Q3010352
Q416331,P2868,Q721432
Q184559,P1995,Q10379
Q184559,P2176,Q670131
Q184559,P2176,Q418006
Q184559,P2176,Q417740
Q184559,P2176,Q10354103
Q184559,P2176,Q3294635
Q184559,P2176,Q416331
Q184559,P828,Q332154
Q184559,P828,Q41861
Q184559,P828,Q1079120
Q184559,P828,Q12206
Q184559,P828,Q12174
Q184559,P828,Q8441
Q1141325,P101,Q514
Q1058276,P1995,Q10379
Q421910,P2175,Q275419
Q425289,P2175,Q41861
Q425289,P2868,Q575890
Q425289,P2868,Q200656
Q422222,P2175,Q189331
Q208562,P780,Q174857
Q419383,P2175,Q81938
Q418139,P2175,Q41861
Q418139,P2175,Q180762
Q680835,P138,Q663
Q82504,P1995,Q10379
Q82504,P2176,Q422482
Q37507,P186,Q674
Q2064167,P1995,Q10379
Q164399,P4934,Q25428
Q3342150,P2175,Q41861
Q3342150,P2175,Q180762
Q3342150,P2868,Q575890
Q388209,P2789,Q103142
Q388209,P2789,Q9609
Q193894,P1995,Q103824
Q193894,P1995,Q171171
Q193894,P1995,Q161437
Q193894,P780,Q35805
Q193894,P780,Q188008
Q6587033,P682,Q189814
Q6587033,P681,Q79899
Q185034,P1995,Q103824
Q419652,P2175,Q205764
Q935293,P1995,Q103824
Q396013,P1995,Q103824
Q33602,P105,Q7432
Q185137,P1995,Q103824
Q185137,P2176,Q419618
Q1542410,P1995,Q103824
Q1485,P1995,Q101929
Q1485,P1995,Q327657
Q1485,P1995,Q171171
Q1485,P2176,Q367700
Q1485,P2176,Q421094
Q1485,P2176,Q408524
Q22676679,P129,Q410546
Q22676679,P129,Q410595
Q1411740,P1995,Q103824
Q1411740,P2176,Q418817
Q748442,P1995,Q103824
Q83180,P1478,Q25257
Q10379,P2578,Q1072
Q210402,P2175,Q117060
Q210402,P2175,Q170082
Q210402,P2175,Q41571
Q210402,P2175,Q154430
Q210402,P2868,Q576618
Q199602,P1995,Q171171
Q7230264,P1995,Q123028
Q7230264,P1995,Q171171
Q179945,P1995,Q171171
Q179945,P2176,Q422232
Q179945,P2176,Q188724
Q179945,P2176,Q155683
Q180152,P1542,Q127724
Q180152,P1995,Q171171
Q684924,P1995,Q327657
Q413546,P2175,Q464067
Q419890,P2175,Q62736
Q419890,P2175,Q101991
Q419890,P2868,Q188724
Q419890,P2868,Q173235
Q881811,P1995,Q171171
Q276469,P1995,Q171171
Q958797,P1995,Q101929
Q958797,P1995,Q171171
Q421937,P2175,Q127076
Q421937,P2175,Q154430
Q421937,P2868,Q324089
Q416132,P2175,Q229256
Q416132,P2175,Q101991
Q416132,P2175,Q35869
Q416132,P2868,Q422549
Q155683,P2175,Q179945
Q949302,P689,Q1074
Q949302,P2176,Q11426176
Q949302,P2176,Q424972
Q949302,P1995,Q171171
Q421094,P2175,Q12156
Q421094,P2175,Q1485
Q421094,P2175,Q170990
Q160695,P2789,Q133105
Q1483214,P1995,Q171171
Q1483214,P2176,Q422438
Q653971,P2176,Q411159
Q653971,P2176,Q409492
Q653971,P2176,Q422210
Q653971,P2176,Q423037
Q653971,P2176,Q421095
Q653971,P1995,Q120569
Q2465218,P2175,Q81938
Q2465218,P2175,Q62736
Q794086,P2176,Q221520
Q794086,P2176,Q419995
Q794086,P2176,Q422188
Q1986297,P105,Q7432
Q165947,P1542,Q213449
Q81727,P4330,Q11435
Q1821559,P1995,Q83042
Q7802,P186,Q283
Q419995,P2175,Q41861
Q419995,P2175,Q794086
Q419995,P2868,Q200656
Q1442923,P1995,Q120569
Q418006,P2175,Q1467339
Q418006,P2175,Q184559
Q130964,P111,Q11379
Q41112,P1995,Q7867
Q41112,P2176,Q251347
Q41112,P2176,Q1752915
Q41112,P2176,Q410412
Q421095,P2175,Q127076
Q421095,P2175,Q653971
Q417740,P769,Q410061
Q417740,P769,Q422229
Q417740,P769,Q213511
Q417740,P769,Q411478
Q417740,P769,Q410291
Q417740,P2175,Q1467339
Q417740,P2175,Q184559
Q1128283,P927,Q173318
Q550455,P1995,Q161437
Q423037,P2175,Q653971
Q423037,P2175,Q183130
Q1494188,P1056,Q74560
Q3486515,P1056,Q1494188
Q12104,P105,Q7432
Q192628,P1582,Q830
Q415863,P682,Q1121544
Q415863,P682,Q332154
Q415863,P681,Q79899
Q3144934,P2176,Q419618
Q3144934,P1542,Q147778
Q670131,P769,Q410061
Q670131,P769,Q422229
Q670131,P769,Q213511
Q670131,P769,Q411478
Q670131,P769,Q410291
Q670131,P2175,Q1467339
Q670131,P2175,Q184559
Q182098,P111,Q11379
Q182098,P138,Q25235
Q1467339,P2176,Q670131
Q1467339,P2176,Q418006
Q1467339,P2176,Q417740
Q1467339,P2176,Q3294635
Q377342,P2175,Q16499
Q377342,P2175,Q165135
Q165135,P689,Q16399
Q165135,P2176,Q773449
Q165135,P2176,Q377342
Q165135,P2176,Q327362
Q11835644,P689,Q16399
Q830,P1672,Q192628
Q17147,P703,Q729
Q160796,P1995,Q7867
Q160796,P1995,Q83042
Q160796,P1995,Q9418
Q410358,P2175,Q35869
Q410358,P2175,Q12192
Q410358,P2868,Q927234
Q6500954,P122,Q7270
Q170082,P1995,Q7867
Q170082,P2176,Q210402
Q170082,P2176,Q251347
Q170082,P2579,Q7867
Q170082,P2579,Q9418
Q2526135,P3712,Q10566551
Q410179,P2868,Q576618
Q1420,P618,Q39558
Q1420,P618,Q556
Q1420,P618,Q153
Q168800,P1995,Q101929
Q168800,P2176,Q132621
Q134003,P1995,Q103824
Q171877,P2868,Q187689
Q259626,P2176,Q412223
Q420188,P2868,Q927234
Q83360,P927,Q33767
Q251347,P769,Q410061
Q251347,P769,Q4890934
Q251347,P769,Q422438
Q251347,P769,Q41576
Q251347,P769,Q174259
Q251347,P769,Q213511
Q251347,P769,Q179996
Q251347,P769,Q10354103
Q251347,P769,Q417597
Q251347,P769,Q419394
Q251347,P769,Q413591
Q251347,P2175,Q191779
Q251347,P2175,Q127076
Q251347,P2175,Q41112
Q251347,P2175,Q170082
Q251347,P2175,Q154430
Q251347,P2868,Q208144
Q713102,P2789,Q482853
Q25036443,P1995,Q327657
Q170518,P2176,Q216935
Q179996,P769,Q410061
Q179996,P769,Q4890934
Q179996,P769,Q422438
Q179996,P769,Q41576
Q179996,P769,Q174259
Q179996,P769,Q213511
Q179996,P769,Q251347
Q179996,P769,Q10354103
Q179996,P769,Q417597
Q179996,P769,Q418656
Q179996,P769,Q419394
Q179996,P769,Q413591
Q179996,P2868,Q427523
Q179996,P2868,Q940
Q202387,P1995,Q7867
Q202387,P2176,Q408471
Q202387,P2176,Q410412
Q202387,P2176,Q422244
Q202387,P2176,Q425296
Q202387,P828,Q198
Q202387,P828,Q365680
Q202387,P780,Q154430
Q407241,P2175,Q41571
Q407241,P2175,Q1075923
Q407241,P2868,Q576618
Q421274,P2175,Q117060
Q149086,P1542,Q4
Q149086,P828,Q124490
Q608259,P1995,Q7867
Q608259,P1995,Q9418
Q175111,P1542,Q193840
Q175111,P1542,Q18356391
Q32921,P2175,Q35869
Q131749,P1995,Q7867
Q237229,P927,Q33767
Q237229,P2789,Q232377
Q274515,P2868,Q12187
Q1634879,P1995,Q83042
Q116275,P1995,Q83042
Q16317,P927,Q13147
Q408943,P2868,Q191154
Q413994,P2175,Q41861
Q413994,P2175,Q180762
Q413994,P2868,Q575890
Q12507,P155,Q17278
Q179452,P769,Q418656
Q179452,P2175,Q181923
Q179452,P2175,Q12174
Q185935,P1995,Q7867
Q185935,P1995,Q183257
Q14620,P2578,Q9128
Q174259,P769,Q4890934
Q174259,P769,Q410061
Q174259,P769,Q422438
Q174259,P769,Q41576
Q174259,P769,Q213511
Q174259,P769,Q251347
Q174259,P769,Q179996
Q174259,P769,Q10354103
Q174259,P769,Q417597
Q174259,P769,Q419394
Q174259,P769,Q413591
Q174259,P2175,Q81938
Q174259,P2868,Q208144
Q946865,P828,Q12131
Q176440,P129,Q11432
Q176440,P129,Q11435
Q662511,P2175,Q189331
Q407431,P769,Q57055
Q407431,P769,Q417740
Q407431,P769,Q670131
Q407431,P769,Q410061
Q407431,P769,Q411478
Q407431,P769,Q410412
Q407431,P769,Q2465218
Q407431,P769,Q419890
Q407431,P769,Q186969
Q407431,P769,Q2014797
Q407431,P769,Q408676
Q407431,P769,Q415843
Q407431,P769,Q169569
Q407431,P769,Q963093
Q407431,P769,Q773449
Q407431,P769,Q409231
Q407431,P2175,Q261327
Q407431,P2868,Q215118
Q220193,P1995,Q1221899
Q220193,P2176,Q186969
Q220193,P2176,Q57055
Q220193,P780,Q86
Q220193,P780,Q9690
Q410546,P129,Q22676679
Q408032,P2868,Q215118
Q419608,P2175,Q81938
Q413591,P769,Q410061
Q413591,P769,Q4890934
Q413591,P769,Q422438
Q413591,P769,Q41576
Q413591,P769,Q174259
Q413591,P769,Q213511
Q413591,P769,Q251347
Q413591,P769,Q179996
Q413591,P769,Q10354103
Q413591,P769,Q417597
Q413591,P769,Q419394
Q413591,P2175,Q189331
Q3045040,P927,Q7873
Q425146,P681,Q79899
Q425146,P681,Q220599
Q425146,P681,Q154626
Q411457,P2175,Q154430
Q2601832,P2175,Q183134
Q2601832,P2175,Q221668
Q2601832,P2868,Q12187
Q412223,P2175,Q259626
Q412223,P2175,Q1435822
Q412223,P2175,Q223102
Q412223,P2175,Q273510
Q412223,P2175,Q464067
Q412223,P2175,Q221668
Q412223,P2868,Q12187
Q876887,P1995,Q171171
Q876887,P2176,Q422442
Q876887,P2176,Q256602
Q876887,P2176,Q421713
Q876887,P2176,Q413728
Q876887,P2176,Q424027
Q415259,P2175,Q464067
Q1141979,P105,Q7432
Q1141979,P171,Q311275
Q585285,P1995,Q103824
Q585285,P2176,Q241006
Q632522,P828,Q221668
Q311275,P427,Q1141979
Q12090,P780,Q40878
Q12090,P780,Q127076
Q12090,P780,Q194290
Q12090,P780,Q1320276
Q12090,P780,Q574360
Q12090,P780,Q275419
Q44727,P1995,Q123028
Q44727,P2176,Q147101
Q44727,P780,Q38933
Q44727,P780,Q9690
Q44727,P780,Q86
Q44727,P780,Q847726
Q44727,P780,Q997862
Q44727,P780,Q199602
Q164778,P171,Q910576
Q164778,P1542,Q127076
Q199615,P1995,Q83042
Q199615,P2176,Q147101
Q182155,P1995,Q171171
Q182155,P1995,Q83042
Q182155,P2176,Q273169
Q182155,P2176,Q147101
Q182155,P927,Q108158
Q182155,P780,Q38933
Q182155,P780,Q86
Q182155,P780,Q276469
Q421072,P2175,Q12156
Q421072,P2175,Q154878
